ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-11114645,1,33.971703000000005,-118.377533,2022-02-03 17:43:00+00:00,2022-02-03 18:23:56+00:00,2.990000009536743,0.0,1.0,Moderate,Delays of one minute on I-405 Northbound between Exits 44 45B 46 47 La Cienega Blvd and Exits 49 49A Howard Hughes Pkwy. Average speed 30 mph.,I-405 N,Los Angeles,Los Angeles,CA,US,90045,US/Pacific,KLAX,2022-02-03T12:53:00.000-05:00,60.0,60.0,21.0,30.08,10.0,ENE,3.0,0.0,,Fair
C-7443146,0,33.959705,-118.419159,2022-02-11 23:10:00+00:00,2022-02-11 23:54:55+00:00,1.25,1.0,1.0,Moderate,Delays of one minute on CA-1 Lincoln Blvd Eastbound between Bluff Creek Dr and CA-1 Lincoln Blvd. Average speed 15 mph.,Lincoln Blvd,Los Angeles,Los Angeles,CA,US,90045,US/Pacific,KLAX,2022-02-11T17:53:00.000-05:00,74.0,74.0,32.0,29.83,10.0,W,9.0,0.0,,Fair
C-31014737,2,34.055851000000004,-118.256157,2022-03-12 22:54:00+00:00,2022-03-13 00:48:55+00:00,5.260000228881836,2.0,8.0,Moderate,Delays of eight minutes and delays easing on CA-110 Northbound between I-110 and US-101 Exits 3 3A 3B. Average speed 15 mph.,CA-110 N,Los Angeles,Los Angeles,CA,US,90071,US/Pacific,KCQT,2022-03-12T17:47:00.000-05:00,70.0,70.0,14.0,29.89,10.0,W,7.0,0.0,,Fair
C-11448267,1,34.066223,-118.216202,2022-06-24 18:38:00+00:00,2022-06-24 19:25:19+00:00,2.0999999046325684,0.0,2.0,Moderate,Delays of two minutes and delays easing on I-5 Northbound between I-10 and Exit 136A Daly St. Average speed 25 mph.,Golden State Fwy N,Los Angeles,Los Angeles,CA,US,90031,US/Pacific,KCQT,2022-06-24T14:47:00.000-04:00,82.0,82.0,44.0,29.66,10.0,CALM,0.0,0.0,,Fair
C-181562,1,34.140888000000004,-118.277802,2022-08-12 17:20:00+00:00,2022-08-12 18:01:36+00:00,1.399999976158142,1.0,1.0,Fast,Delays of one minute on I-5 Southbound between Exits 144 144A CA-134 Exits 5 6 and Exits 141A 141B Los Feliz Blvd. Average speed 20 mph.,Golden State Fwy S,Los Angeles,Los Angeles,CA,US,90027,US/Pacific,KCQT,2022-08-12T13:47:00.000-04:00,83.0,83.0,42.0,29.74,10.0,CALM,0.0,0.0,,Fair
C-7701282,1,34.015881,-118.172813,2022-05-02 21:00:00+00:00,2022-05-02 21:41:56+00:00,2.0799999237060547,1.0,2.0,Fast,Delays of two minutes on I-5 Southbound between Exit 132 Calzona St and Exit 130A Triggs St. Average speed 25 mph.,I-710 S,Los Angeles,Los Angeles,CA,US,90040,US/Pacific,KCQT,2022-05-02T16:47:00.000-04:00,68.0,68.0,59.0,29.72,10.0,WSW,7.0,0.0,,Fair
C-10262288,1,34.030689,-118.258141,2022-01-11 14:12:00+00:00,2022-01-11 16:06:04+00:00,4.2199997901916495,0.0,3.0,Moderate,Delays of three minutes and delays increasing on I-10 Westbound between Exit 16A I-5 Exits 134A 134B and Exits 14A 14B 15A 17th St. Average speed 25 mph.,I-10 W,Los Angeles,Los Angeles,CA,US,90015,US/Pacific,KCQT,2022-01-11T08:52:00.000-05:00,53.0,53.0,30.0,30.03,10.0,N,3.0,0.0,,Fair
C-5727681,1,34.075855,-118.276375,2022-08-29 02:11:00+00:00,2022-08-29 03:01:28+00:00,3.0899999141693115,1.0,2.0,Fast,Delays of two minutes and delays easing on US-101 Northbound between Exits 3 3A 3B CA-110 and Exit 5B Silver Lake Blvd. Average speed 25 mph.,US-101,Los Angeles,Los Angeles,CA,US,90026,US/Pacific,KCQT,2022-08-28T21:47:00.000-04:00,71.0,71.0,73.0,29.57,10.0,VAR,3.0,0.0,,Fair
C-33032290,1,34.030376000000004,-118.21608,2022-05-23 00:41:00+00:00,2022-05-23 01:25:57+00:00,2.299999952316284,0.0,2.0,Moderate,Delays of two minutes on I-5 Northbound between Exit 132 Calzona St and Exits 134A 134B I-10 Exit 16A. Average speed 20 mph.,I-5 N,Los Angeles,Los Angeles,CA,US,90023,US/Pacific,KCQT,2022-05-22T20:47:00.000-04:00,64.0,64.0,67.0,29.76,10.0,WSW,6.0,0.0,,Fair
C-2416406,3,34.034659999999995,-118.340347,2022-08-09 21:59:00+00:00,2022-08-09 22:40:10+00:00,10.920000076293944,8.0,13.0,Moderate,Severe delays of 13 minutes on I-10 Eastbound between Exit 2 Pico Blvd and Exit 9 Crenshaw Blvd. Average speed 20 mph.,Rosa Parks Fwy,Los Angeles,Los Angeles,CA,US,90016,US/Pacific,KSMO,2022-08-09T17:51:00.000-04:00,82.0,82.0,47.0,29.72,10.0,SW,10.0,0.0,,Fair
C-22676406,2,34.054825,-118.257263,2022-06-27 21:41:00+00:00,2022-06-27 23:07:51+00:00,2.7300000190734863,4.0,5.0,Moderate,Delays of five minutes and delays easing on CA-110 Westbound between Exits 24B 24C 24D Hill St and I-110. Average speed 15 mph.,W 4th St,Los Angeles,Los Angeles,CA,US,90071,US/Pacific,KCQT,2022-06-27T17:47:00.000-04:00,81.0,81.0,47.0,29.76,10.0,CALM,0.0,0.0,,Fair
C-78622,1,34.044182,-118.328697,2022-03-14 14:35:00+00:00,2022-03-14 15:24:45+00:00,1.8899999856948853,4.0,5.0,Slow,Delays of five minutes and delays increasing on Crenshaw Blvd Northbound in Arlington Heights. Average speed ten mph.,Crenshaw Blvd,Los Angeles,Los Angeles,CA,US,90019-6018,US/Pacific,KCQT,2022-03-14T10:30:00.000-04:00,54.0,54.0,83.0,29.98,9.0,CALM,0.0,0.0,,Partly Cloudy
C-12179263,1,34.006393,-118.280891,2022-03-05 21:32:00+00:00,2022-03-05 22:13:33+00:00,5.320000171661377,0.0,3.0,Fast,Delays of three minutes on I-110 Northbound between Exit 16 CA-42 Manchester Ave and Exit 20A Martin Luther King Jr Blvd. Average speed 30 mph.,Harbor Fwy N,Los Angeles,Los Angeles,CA,US,90037,US/Pacific,KCQT,2022-03-05T16:47:00.000-05:00,57.0,57.0,45.0,29.81,10.0,W,10.0,0.0,,Fair
C-9100100,1,33.970688,-118.280617,2022-04-25 16:45:00+00:00,2022-04-25 17:26:55+00:00,3.910000085830689,0.0,2.0,Fast,Delays of two minutes on I-110 Northbound in Southeast Los Angeles. Average speed 30 mph.,W 76th St,Los Angeles,Los Angeles,CA,US,90003-2024,US/Pacific,KHHR,2022-04-25T12:53:00.000-04:00,81.0,81.0,13.0,29.92,10.0,VAR,3.0,0.0,,Fair
C-32077350,2,34.016899,-118.174728,2022-07-09 21:51:00+00:00,2022-07-09 22:33:19+00:00,3.7300000190734863,2.0,5.0,Moderate,Delays of five minutes on I-5 Southbound between Exits 134A 134B I-10 Exit 16A and Exit 130A Triggs St. Average speed 20 mph.,S Eastern Ave,Los Angeles,Los Angeles,CA,US,90023,US/Pacific,KCQT,2022-07-09T17:47:00.000-04:00,77.0,77.0,54.0,29.85,10.0,VAR,6.0,0.0,,Fair
C-18590521,3,34.078148,-118.470985,2022-03-03 15:03:00+00:00,2022-03-03 16:33:55+00:00,16.260000228881836,17.0,31.0,Moderate,Severe delays of 31 minutes on I-405 Southbound between Exit 68 Roscoe Blvd and Exit 57 Church Ln. Average speed 15 mph.,I-405 S,Los Angeles,Los Angeles,CA,US,90049,US/Pacific,KSMO,2022-03-03T09:51:00.000-05:00,52.0,52.0,74.0,29.74,10.0,CALM,0.0,0.0,,Fair
C-7710540,2,34.070644,-118.217957,2022-05-01 01:13:00+00:00,2022-05-01 02:30:55+00:00,5.9000000953674325,5.0,10.0,Moderate,Severe delays of ten minutes and delays easing on I-5 Northbound between US-101 and Exit 138 CA-2. Average speed 15 mph.,Golden State Fwy N,Los Angeles,Los Angeles,CA,US,90031,US/Pacific,KCQT,2022-04-30T20:47:00.000-04:00,67.0,67.0,52.0,29.63,10.0,VAR,3.0,0.0,,Fair
C-24219569,2,34.067108000000005,-118.461601,2022-07-21 20:45:00+00:00,2022-07-21 21:41:46+00:00,6.760000228881836,3.0,5.0,Fast,Delays of five minutes and delays increasing on I-405 Northbound between Exit 52 Sepulveda Blvd and Exit 57A Sunset Blvd. Average speed 25 mph.,I-405 N,Los Angeles,Los Angeles,CA,US,90049,US/Pacific,KSMO,2022-07-21T16:51:00.000-04:00,73.0,73.0,68.0,29.76,10.0,SW,12.0,0.0,,Fair
C-5751638,2,34.020069,-118.18644,2022-08-26 20:00:00+00:00,2022-08-26 20:41:14+00:00,4.4099998474121085,3.0,5.0,Moderate,Delays of five minutes on I-5 Southbound between I-10 and Exit 131A Boswell Pl. Average speed 20 mph.,S Eastman Ave,Los Angeles,Los Angeles,CA,US,90023-3339,US/Pacific,KCQT,2022-08-26T15:47:00.000-04:00,84.0,84.0,53.0,29.71,10.0,CALM,0.0,0.0,,Fair
C-11970451,1,33.948260999999995,-118.27935,2022-09-02 23:28:00+00:00,2022-09-03 00:10:28+00:00,1.8600000143051147,0.0,2.0,Slow,Delays of two minutes on I-110 Northbound between Exit 14B I-105 and Exit 15 Century Blvd. Average speed 20 mph.,Harbor Fwy N,Los Angeles,Los Angeles,CA,US,90003,US/Pacific,KHHR,2022-09-02T19:53:00.000-04:00,83.0,83.0,53.0,29.66,10.0,W,8.0,0.0,,Fair
C-12869125,0,34.040440000000004,-118.437531,2022-04-26 22:59:00+00:00,2022-04-27 00:13:49+00:00,1.2799999713897705,3.0,4.0,Slow,Delays of four minutes and delays easing on Olympic Blvd Eastbound in West Los Angeles. Average speed five mph.,W Olympic Blvd,Los Angeles,Los Angeles,CA,US,90064-1938,US/Pacific,KSMO,2022-04-26T18:51:00.000-04:00,66.0,66.0,65.0,29.69,10.0,WSW,9.0,0.0,,Fair
C-22596768,2,34.054516,-118.257347,2022-08-17 22:26:00+00:00,2022-08-17 23:23:12+00:00,12.0,7.0,18.0,Moderate,Severe delays of 18 minutes and delays increasing on I-110 Northbound between Exit 15 Century Blvd and CA-110. Average speed 15 mph.,CA-110 N,Los Angeles,Los Angeles,CA,US,90071,US/Pacific,KCQT,2022-08-17T18:47:00.000-04:00,82.0,82.0,44.0,29.65,10.0,WSW,5.0,0.0,,Fair
C-32090825,1,34.096218,-118.31282,2022-07-08 14:51:00+00:00,2022-07-08 15:39:39+00:00,2.9300000667572017,1.0,2.0,Fast,Delays of two minutes and delays increasing on US-101 Northbound between Exit 6A Vermont Ave and Exit 8A Sunset Blvd. Average speed 30 mph.,US-101,Los Angeles,Los Angeles,CA,US,90028,US/Pacific,KCQT,2022-07-08T10:51:00.000-04:00,64.0,64.0,84.0,29.83,7.0,CALM,0.0,0.0,,Cloudy
C-22755549,2,34.081421,-118.473785,2022-02-13 20:32:00+00:00,2022-02-13 21:35:42+00:00,4.860000133514403,3.0,4.0,Fast,Delays of four minutes and delays easing on I-405 Southbound between Exit 61 Sepulveda Blvd and Exit 57 Church Ln. Average speed 25 mph.,I-405 S,Los Angeles,Los Angeles,CA,US,90049,US/Pacific,KSMO,2022-02-13T15:51:00.000-05:00,82.0,82.0,14.0,29.96,10.0,SW,8.0,0.0,,Fair
C-31047351,1,34.030571,-118.437958,2022-03-11 18:50:00+00:00,2022-03-11 19:52:07+00:00,1.5800000429153442,1.0,1.0,Fast,Delays of one minute and delays easing on I-10 Eastbound between Exit 2 Pico Blvd and Exit 4 Overland Ave. Average speed 25 mph.,I-10 E,Los Angeles,Los Angeles,CA,US,90064,US/Pacific,KSMO,2022-03-11T13:51:00.000-05:00,67.0,67.0,10.0,30.12,10.0,SW,8.0,0.0,,Fair
C-12143170,0,34.031509,-118.390755,2022-03-08 21:28:00+00:00,2022-03-08 22:15:15+00:00,3.470000028610228,2.0,4.0,Moderate,Delays of four minutes and delays increasing on Robertson Blvd Southbound between Gregory Way and National Blvd. Average speed 15 mph.,S Robertson Blvd,Los Angeles,Los Angeles,CA,US,90034-3117,US/Pacific,KSMO,2022-03-08T16:51:00.000-05:00,66.0,66.0,22.0,29.88,10.0,SW,10.0,0.0,,Fair
C-16215988,0,34.06707,-118.410454,2022-05-12 23:29:00+00:00,2022-05-13 00:13:44+00:00,1.0800000429153442,0.0,2.0,Moderate,Delays of two minutes on Wilshire Blvd Eastbound between Wilshire Blvd and CA-2 Santa Monica Blvd. Average speed ten mph.,Wilshire Blvd,Los Angeles,Los Angeles,CA,US,90024,US/Pacific,KSMO,2022-05-12T19:51:00.000-04:00,69.0,69.0,38.0,29.86,10.0,WSW,12.0,0.0,,Fair
C-13924476,1,34.052979,-118.228531,2022-01-22 00:08:00+00:00,2022-01-22 00:48:54+00:00,2.9200000762939453,0.0,3.0,Fast,Delays of three minutes on US-101 Eastbound between Exit 4A Palo Alto St and Exits 1C 1D 1E San Bernardino Fwy. Average speed 20 mph.,Santa Ana Fwy S,Los Angeles,Los Angeles,CA,US,90012,US/Pacific,KCQT,2022-01-21T18:52:00.000-05:00,68.0,68.0,59.0,29.73,10.0,CALM,0.0,0.0,,Fair
C-9227271,1,34.05603,-118.256157,2022-07-17 22:14:00+00:00,2022-07-17 23:17:29+00:00,3.009999990463257,1.0,4.0,Moderate,Delays of four minutes and delays easing on CA-110 Westbound between Amador St and I-110. Average speed 15 mph.,CA-110 S,Los Angeles,Los Angeles,CA,US,90017,US/Pacific,KCQT,2022-07-17T17:47:00.000-04:00,79.0,79.0,60.0,29.63,10.0,VAR,5.0,0.0,,Fair
C-14130907,0,34.097969,-118.337166,2022-06-07 22:27:00+00:00,2022-06-07 23:36:54+00:00,0.9100000262260436,1.0,2.0,Slow,Delays of two minutes on Sunset Blvd Eastbound between Alta Vista Blvd and Las Palmas Ave. Average speed five mph.,W Sunset Blvd,Los Angeles,Los Angeles,CA,US,90028-7108,US/Pacific,KCQT,2022-06-07T18:47:00.000-04:00,73.0,73.0,66.0,29.62,10.0,W,5.0,0.0,,Fair
C-7850969,2,34.035889000000005,-118.269081,2022-08-17 12:23:00+00:00,2022-08-17 13:16:10+00:00,3.7899999618530273,6.0,6.0,Moderate,Delays of six minutes and delays increasing on I-10 Westbound between I-10 and Exits 10 11 12 CA-110 Exits 22 22A 22B. Average speed 15 mph.,I-10 W,Los Angeles,Los Angeles,CA,US,90015,US/Pacific,KCQT,2022-08-17T08:47:00.000-04:00,65.0,65.0,81.0,29.67,10.0,CALM,0.0,0.0,,Fair
C-171275,1,33.990601,-118.42038,2022-08-12 22:56:00+00:00,2022-08-12 23:40:26+00:00,3.5199999809265137,4.0,9.0,Slow,Delays of nine minutes on Centinela Ave Eastbound between Bundy Dr and Wagner St. Average speed ten mph.,Del Ray Blvd,Los Angeles,Los Angeles,CA,US,90066,US/Pacific,KSMO,2022-08-12T18:51:00.000-04:00,79.0,79.0,45.0,29.69,10.0,WSW,8.0,0.0,,Fair
C-30960638,0,34.026531,-118.372078,2022-03-24 14:10:00+00:00,2022-03-24 15:18:16+00:00,2.400000095367432,4.0,4.0,Moderate,Delays of four minutes and delays increasing on Jefferson Blvd Westbound between Farmdale Ave and La Cienega Blvd. Average speed ten mph.,S La Cienega Blvd,Los Angeles,Los Angeles,CA,US,90016,US/Pacific,KSMO,2022-03-24T09:51:00.000-04:00,57.0,57.0,83.0,29.84,10.0,CALM,0.0,0.0,,Fair
C-13023325,1,34.108631,-118.249702,2022-08-05 20:57:00+00:00,2022-08-05 21:45:32+00:00,2.869999885559082,2.0,3.0,Moderate,Delays of three minutes and delays increasing on CA-2 Southbound between Exits 15 15A Verdugo Rd and Exit 12 Glendale Blvd. Average speed 20 mph.,CA-2 S,Los Angeles,Los Angeles,CA,US,90039,US/Pacific,KCQT,2022-08-05T16:47:00.000-04:00,79.0,79.0,45.0,29.73,10.0,VAR,5.0,0.0,,Fair
C-22466152,1,33.968483,-118.281006,2022-09-03 22:03:00+00:00,2022-09-03 22:48:30+00:00,2.9600000381469727,0.0,2.0,Fast,Delays of two minutes on I-110 Southbound between Exits 19 19A 19B Grand Ave and Flower St. Average speed 30 mph.,I-110 S,Los Angeles,Los Angeles,CA,US,90003,US/Pacific,KHHR,2022-09-03T17:53:00.000-04:00,91.0,91.0,35.0,29.75,10.0,W,12.0,0.0,,Fair
C-32089371,1,34.021118,-118.173439,2022-07-08 18:28:00+00:00,2022-07-08 19:22:17+00:00,1.8600000143051147,1.0,1.0,Fast,Delays of one minute and delays increasing on I-710 Southbound between Cesar E Chavez Ave and I-5. Average speed 25 mph.,I-710 S,Los Angeles,Los Angeles,CA,US,90022,US/Pacific,KCQT,2022-07-08T14:47:00.000-04:00,79.0,79.0,54.0,29.82,10.0,CALM,0.0,0.0,,Fair
C-7444510,0,34.074127000000004,-118.286423,2022-02-11 22:56:00+00:00,2022-02-11 23:37:53+00:00,1.0900000333786009,1.0,2.0,Slow,Delays of two minutes on Beverly Blvd Eastbound in Rampart Village. Average speed ten mph.,Beverly Blvd,Los Angeles,Los Angeles,CA,US,90004-3602,US/Pacific,KCQT,2022-02-11T17:47:00.000-05:00,77.0,77.0,23.0,29.74,10.0,W,3.0,0.0,,Fair
C-25161071,0,34.026798,-118.376045,2022-03-09 15:28:00+00:00,2022-03-09 16:26:40+00:00,1.5900000333786009,4.0,4.0,Slow,Delays of four minutes and delays easing on Jefferson Blvd Westbound between Redondo Blvd and National Blvd. Average speed ten mph.,National Blvd,Los Angeles,Los Angeles,CA,US,90016,US/Pacific,KSMO,2022-03-09T10:51:00.000-05:00,56.0,56.0,44.0,29.82,10.0,ENE,7.0,0.0,,Fair
C-58522,3,34.051388,-118.213898,2022-03-15 22:18:00+00:00,2022-03-15 23:39:42+00:00,26.13999938964844,27.0,53.0,Moderate,Severe delays of 53 minutes and delays increasing on I-10 Eastbound between Exit 1B 20th St and Exits 19A 19C San Bernardino Fwy Exit 19. Average speed 15 mph.,I-10 E,Los Angeles,Los Angeles,CA,US,90033,US/Pacific,KCQT,2022-03-15T18:47:00.000-04:00,66.0,66.0,50.0,29.86,10.0,W,5.0,0.0,,Fair
C-16208108,2,34.062111,-118.215714,2022-05-13 16:55:00+00:00,2022-05-13 18:01:43+00:00,8.649999618530272,0.0,6.0,Fast,Delays of six minutes and delays increasing on I-5 Southbound between Exits 141A 141B Los Feliz Blvd and I-10. Average speed 25 mph.,Golden State Fwy S,Los Angeles,Los Angeles,CA,US,90031,US/Pacific,KCQT,2022-05-13T12:47:00.000-04:00,77.0,,19.0,29.81,10.0,,,0.0,,Fair
C-23579829,1,34.053024,-118.384033,2022-04-14 19:41:00+00:00,2022-04-14 20:27:45+00:00,2.799999952316284,4.0,6.0,Slow,Delays of six minutes and delays increasing on Robertson Blvd Southbound between Rosewood Ave and Saturn St. Average speed ten mph.,S Robertson Blvd,Los Angeles,Los Angeles,CA,US,90035-3414,US/Pacific,KSMO,2022-04-14T15:51:00.000-04:00,62.0,62.0,58.0,29.81,10.0,WSW,12.0,0.0,,Fair
C-30933919,2,34.021609999999995,-118.425797,2022-04-02 19:46:00+00:00,2022-04-02 21:06:30+00:00,8.350000381469728,0.0,8.0,Moderate,Delays of eight minutes and delays easing on I-405 Northbound between Exits 44 45B 46 47 La Cienega Blvd and Exit 53A National Blvd. Average speed 25 mph.,I-405 N,Los Angeles,Los Angeles,CA,US,90034,US/Pacific,KSMO,2022-04-02T15:51:00.000-04:00,63.0,63.0,67.0,29.85,10.0,SW,7.0,0.0,,Cloudy
C-7480376,1,33.957458,-118.281067,2022-04-07 14:34:00+00:00,2022-04-07 15:19:58+00:00,4.519999980926514,1.0,2.0,Fast,Delays of two minutes on I-110 Southbound in Southeast Los Angeles. Average speed 30 mph.,Harbor Fwy S,Los Angeles,Los Angeles,CA,US,90003,US/Pacific,KHHR,2022-04-07T10:53:00.000-04:00,70.0,70.0,44.0,30.0,10.0,CALM,0.0,0.0,,Fair
C-30946515,0,34.049103,-118.344208,2022-04-01 20:41:00+00:00,2022-04-01 21:32:16+00:00,1.559999942779541,2.0,3.0,Slow,Delays of three minutes and delays increasing on La Brea Ave Northbound between 23rd St and San Vicente Blvd. Average speed ten mph.,S La Brea Ave,Los Angeles,Los Angeles,CA,US,90019-2915,US/Pacific,KCQT,2022-04-01T16:47:00.000-04:00,66.0,66.0,59.0,29.69,10.0,CALM,0.0,0.0,,Fair
C-28541929,1,34.069271,-118.463531,2022-05-17 21:04:00+00:00,2022-05-17 21:50:09+00:00,2.630000114440918,2.0,2.0,Fast,Delays of two minutes on I-405 Northbound between Exit 55A Cotner Ave and Exit 57A Sunset Blvd. Average speed 25 mph.,I-405 N,Los Angeles,Los Angeles,CA,US,90049,US/Pacific,KSMO,2022-05-17T16:51:00.000-04:00,65.0,65.0,68.0,29.8,10.0,W,8.0,0.0,,Fair
C-7484655,0,34.052097,-118.257301,2022-04-06 22:04:00+00:00,2022-04-06 23:51:19+00:00,1.4700000286102295,4.0,4.0,Slow,Delays of four minutes and delays increasing on Figueroa St Northbound between 12th St and 5th St. Average speed five mph.,S Figueroa St,Los Angeles,Los Angeles,CA,US,90071-1705,US/Pacific,KCQT,2022-04-06T17:47:00.000-04:00,84.0,84.0,40.0,29.74,10.0,W,5.0,0.0,,Fair
C-11988148,0,34.057621000000005,-118.448273,2022-09-02 00:35:00+00:00,2022-09-02 01:20:57+00:00,0.9700000286102296,0.0,2.0,Moderate,Delays of two minutes on Wilshire Blvd Eastbound between Bonsall Ave and Veteran Ave. Average speed ten mph.,Wilshire Blvd,Los Angeles,Los Angeles,CA,US,90024-3601,US/Pacific,KSMO,2022-09-01T20:51:00.000-04:00,80.0,80.0,52.0,29.51,10.0,SW,7.0,0.0,,Fair
C-12845035,1,34.069546,-118.469727,2022-04-28 21:09:00+00:00,2022-04-28 22:14:11+00:00,2.5299999713897705,4.0,5.0,Moderate,Delays of five minutes and delays increasing on Sunset Blvd Eastbound between Bristol Cir and Woodburn Dr. Average speed ten mph.,W Sunset Blvd,Los Angeles,Los Angeles,CA,US,90049-2050,US/Pacific,KSMO,2022-04-28T16:51:00.000-04:00,62.0,62.0,67.0,29.81,10.0,WSW,9.0,0.0,,Partly Cloudy
C-8099882,1,34.027534,-118.274712,2022-03-19 23:38:00+00:00,2022-03-20 00:46:51+00:00,2.4800000190734863,2.0,4.0,Moderate,Delays of four minutes and delays easing on CA-110 Southbound between Exits 22 22A 22B I-110 and I-110. Average speed 15 mph.,Harbor Fwy S,Los Angeles,Los Angeles,CA,US,90007,US/Pacific,KCQT,2022-03-19T19:47:00.000-04:00,60.0,60.0,67.0,29.75,10.0,WSW,5.0,0.0,,Cloudy
C-5744045,0,34.052662,-118.292267,2022-08-27 00:21:00+00:00,2022-08-27 01:20:29+00:00,0.5600000023841858,0.0,1.0,Slow,Delays of one minute and delays easing on Olympic Blvd Eastbound in Macarthur Park. Average speed five mph.,W Olympic Blvd,Los Angeles,Los Angeles,CA,US,90006-2615,US/Pacific,KCQT,2022-08-26T20:47:00.000-04:00,74.0,74.0,68.0,29.66,10.0,W,5.0,0.0,,Fair
C-20262652,2,34.052662,-118.225288,2022-07-27 14:24:00+00:00,2022-07-27 15:46:37+00:00,1.7000000476837158,2.0,5.0,Slow,Delays of five minutes and delays easing on San Bernardino Fwy Westbound between Exit 19 I-10 Exits 19A 19C and US-101. Average speed ten mph.,San Bernardino Fwy W,Los Angeles,Los Angeles,CA,US,90033,US/Pacific,KCQT,2022-07-27T10:47:00.000-04:00,65.0,65.0,81.0,29.78,6.0,W,3.0,0.0,,Haze
C-13920221,1,34.065670000000004,-118.252274,2022-01-22 01:03:00+00:00,2022-01-22 01:49:02+00:00,2.609999895095825,0.0,3.0,Moderate,Delays of three minutes and delays increasing on US-101 Westbound between Exits 2B 2C I-10 Express Ln and Exit 4A Bellevue Ave. Average speed 20 mph.,Hollywood Fwy N,Los Angeles,Los Angeles,CA,US,90012,US/Pacific,KCQT,2022-01-21T20:52:00.000-05:00,68.0,68.0,16.0,29.75,10.0,NNE,6.0,0.0,,Fair
C-23740043,1,34.076477000000004,-118.469582,2022-09-08 13:48:00+00:00,2022-09-08 14:30:23+00:00,3.3299999237060547,2.0,2.0,Fast,Delays of two minutes on I-405 Southbound between Exit 61 Sepulveda Blvd and Exit 57 Church Ln. Average speed 30 mph.,I-405 S,Los Angeles,Los Angeles,CA,US,90049,US/Pacific,KSMO,2022-09-08T09:51:00.000-04:00,72.0,72.0,84.0,29.65,7.0,CALM,0.0,0.0,,Fair
C-9248140,1,34.053028000000005,-118.228859,2022-07-14 23:17:00+00:00,2022-07-15 00:48:51+00:00,2.720000028610229,0.0,4.0,Moderate,Delays of four minutes and delays easing on US-101 Eastbound between Exit 4A Palo Alto St and Exits 1C 1D 1E San Bernardino Fwy. Average speed 15 mph.,Santa Ana Fwy S,Los Angeles,Los Angeles,CA,US,90012,US/Pacific,KCQT,2022-07-14T19:47:00.000-04:00,74.0,74.0,59.0,29.69,10.0,WSW,5.0,0.0,,Fair
C-8878075,1,34.114067,-118.373505,2022-02-16 23:13:00+00:00,2022-02-17 01:12:20+00:00,2.8499999046325684,4.0,7.0,Slow,Delays of seven minutes and delays increasing on Laurel Canyon Blvd Northbound between Crescent Heights Blvd and Lookout Mountain Ave. Average speed ten mph.,Laurel Canyon Blvd,Los Angeles,Los Angeles,CA,US,90046-1505,US/Pacific,KBUR,2022-02-16T17:53:00.000-05:00,66.0,66.0,38.0,29.12,10.0,S,13.0,0.0,,Fair
C-9110033,2,34.052662,-118.225288,2022-04-23 21:10:00+00:00,2022-04-23 22:13:34+00:00,1.1799999475479126,2.0,3.0,Slow,Delays of three minutes and delays increasing on San Bernardino Fwy Westbound between Exit 19 I-10 Exits 19A 19C and US-101. Average speed ten mph.,San Bernardino Fwy W,Los Angeles,Los Angeles,CA,US,90033,US/Pacific,KCQT,2022-04-23T16:47:00.000-04:00,69.0,69.0,51.0,29.82,10.0,VAR,6.0,0.0,,Fair
C-23582717,1,34.109444,-118.249352,2022-04-14 17:06:00+00:00,2022-04-14 18:07:35+00:00,2.8199999332427983,2.0,3.0,Fast,Delays of three minutes and delays easing on CA-2 Southbound between Exit 15B York Blvd and I-5 Exit 138. Average speed 20 mph.,CA-2 S,Los Angeles,Los Angeles,CA,US,90039,US/Pacific,KCQT,2022-04-14T12:47:00.000-04:00,63.0,63.0,45.0,29.81,10.0,CALM,0.0,0.0,,Fair
C-11447675,1,33.928249,-118.230354,2022-06-24 20:09:00+00:00,2022-06-24 20:51:59+00:00,3.650000095367432,1.0,2.0,Fast,Delays of two minutes on I-105 Eastbound between I-110 Exit 14B and Exit 12 Long Beach Blvd. Average speed 30 mph.,I-105,Los Angeles,Los Angeles,CA,US,90059,US/Pacific,KHHR,2022-06-24T15:53:00.000-04:00,74.0,74.0,59.0,29.82,9.0,W,13.0,0.0,,Fair
C-30934734,1,34.070644,-118.217957,2022-04-02 20:03:00+00:00,2022-04-02 20:44:41+00:00,2.900000095367432,1.0,3.0,Moderate,Delays of three minutes on I-5 Northbound between I-10 and Exit 138 CA-2. Average speed 20 mph.,Golden State Fwy N,Los Angeles,Los Angeles,CA,US,90031,US/Pacific,KCQT,2022-04-02T16:10:00.000-04:00,63.0,63.0,67.0,29.82,9.0,CALM,0.0,0.0,,Cloudy
