ID,Severity,Start_Lat,Start_Lng,StartTime,EndTime,Distance(mi),DelayFromTypicalTraffic(mins),DelayFromFreeFlowSpeed(mins),Congestion_Speed,Description,Street,City,County,State,Country,ZipCode,LocalTimeZone,WeatherStation_AirportCode,WeatherTimeStamp,Temperature(F),WindChill(F),Humidity(%),Pressure(in),Visibility(mi),WindDir,WindSpeed(mph),Precipitation(in),Weather_Event,Weather_Conditions
C-18590143,1,40.731831,-73.996651,2022-03-03 15:06:00+00:00,2022-03-03 16:01:20+00:00,3.2899999618530287,2.0,6.0,Slow,Delays of six minutes and delays increasing on 5th Ave Southbound between 48th St and Washington Sq. Average speed ten mph.,5th Ave,New York,New York,NY,US,10011-8800,US/Eastern,KNYC,2022-03-03T09:51:00.000-05:00,39.0,32.0,33.0,29.92,10.0,NW,10.0,0.0,,Fair
C-2813559,0,40.787056,-73.945053,2022-04-10 19:35:00+00:00,2022-04-10 20:30:03+00:00,1.4900000095367432,2.0,3.0,Slow,Delays of three minutes and delays increasing on 2nd Ave Southbound between 2nd Ave and 100th St. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10029,US/Eastern,KNYC,2022-04-10T15:51:00.000-04:00,49.0,46.0,38.0,29.67,10.0,VAR,7.0,0.0,,Cloudy
C-4563413,0,40.74511,-73.975662,2022-06-15 21:22:00+00:00,2022-06-15 22:14:22+00:00,1.0,1.0,2.0,Slow,Delays of two minutes and delays easing on 2nd Ave Southbound between 47th St and 34th St. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10016-4863,US/Eastern,KNYC,2022-06-15T17:51:00.000-04:00,72.0,72.0,64.0,30.01,10.0,VAR,7.0,0.0,,Fair
C-25042178,0,40.73399000000001,-73.995079,2022-01-24 16:43:00+00:00,2022-01-24 17:31:16+00:00,1.1299999952316284,0.0,2.0,Slow,Delays of two minutes and delays easing on 5th Ave Southbound between Broadway and 10th St. Average speed ten mph.,W 11th St,New York,New York,NY,US,10011-8778,US/Eastern,KNYC,2022-01-24T11:51:00.000-05:00,31.0,25.0,57.0,29.81,10.0,VAR,6.0,0.0,,Mostly Cloudy
C-32089420,1,40.742321,-73.98898299999998,2022-07-08 18:42:00+00:00,2022-07-08 19:31:04+00:00,6.96999979019165,3.0,16.0,Slow,Severe delays of 16 minutes and delays increasing on 5th Ave Southbound between 111th St and Broadway. Average speed ten mph.,5th Ave,New York,New York,NY,US,10010-3300,US/Eastern,KNYC,2022-07-08T14:51:00.000-04:00,80.0,80.0,64.0,29.86,10.0,VAR,3.0,0.0,,Mostly Cloudy
C-25138731,0,40.787441,-73.944771,2022-03-10 20:26:00+00:00,2022-03-10 21:27:07+00:00,1.2999999523162842,3.0,4.0,Slow,Delays of four minutes and delays easing on 2nd Ave Southbound between 117th St and 101st St. Average speed five mph.,2nd Ave,New York,New York,NY,US,10029-6305,US/Eastern,KNYC,2022-03-10T15:51:00.000-05:00,48.0,48.0,42.0,30.02,10.0,CALM,0.0,0.0,,Fair
C-5500029,0,40.759171,-73.968323,2022-01-28 12:37:00+00:00,2022-01-28 13:28:16+00:00,1.600000023841858,2.0,3.0,Slow,Delays of three minutes and delays increasing on 3rd Ave Northbound between 36th St and 56th St. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10022-4706,US/Eastern,KNYC,2022-01-28T07:45:00.000-05:00,28.0,23.0,64.0,30.05,2.0,W,5.0,0.0,,Light Snow
C-13106235,1,40.752007,-73.981972,2022-03-22 20:04:00+00:00,2022-03-22 21:21:04+00:00,3.7699999809265137,0.0,10.0,Slow,Severe delays of ten minutes on 5th Ave Southbound between 5th Ave and 39th St. Average speed five mph.,5th Ave,New York,New York,NY,US,10018-2794,US/Eastern,KNYC,2022-03-22T15:51:00.000-04:00,57.0,57.0,12.0,30.03,10.0,VAR,7.0,0.0,,Fair
C-22761333,1,40.731831,-73.996651,2022-02-12 21:44:00+00:00,2022-02-12 22:38:17+00:00,6.329999923706055,8.0,15.0,Slow,Severe delays of 15 minutes and delays increasing on 5th Ave Southbound between 5th Ave and Washington Sq. Average speed ten mph.,5th Ave,New York,New York,NY,US,10011-8800,US/Eastern,KNYC,2022-02-12T16:51:00.000-05:00,53.0,53.0,32.0,29.9,10.0,W,8.0,0.0,,Fair
C-24816914,0,40.731831,-73.996651,2022-04-12 14:33:00+00:00,2022-04-12 15:17:03+00:00,2.25,0.0,4.0,Slow,Delays of four minutes on 5th Ave Southbound between 35th St and Washington Sq. Average speed ten mph.,5th Ave,New York,New York,NY,US,10011-8800,US/Eastern,KNYC,2022-04-12T10:51:00.000-04:00,51.0,51.0,80.0,29.89,10.0,W,8.0,0.02,,Mostly Cloudy
C-11447759,1,40.719051,-74.002136,2022-06-24 19:56:00+00:00,2022-06-24 21:06:20+00:00,2.0199999809265137,1.0,5.0,Slow,Delays of five minutes and delays increasing on Broadway Southbound in Little Italy. Average speed five mph.,Broadway,New York,New York,NY,US,10013-3519,US/Eastern,KJRB,2022-06-24T15:51:00.000-04:00,80.0,80.0,58.0,29.9,10.0,VAR,5.0,0.0,,Fair
C-6969231,1,40.758961,-73.958488,2022-02-28 12:15:00+00:00,2022-02-28 13:32:16+00:00,1.1699999570846558,1.0,2.0,Moderate,Delays of two minutes and delays easing on Fdr Dr Northbound between Exit 8 Fdr Dr Service Rd and 62nd St. Average speed 15 mph.,FDR Dr S,New York,New York,NY,US,10065,US/Eastern,KNYC,2022-02-28T06:51:00.000-05:00,27.0,,39.0,30.11,10.0,,,0.0,,Fair
C-33028047,1,40.845634,-73.929314,2022-05-23 18:19:00+00:00,2022-05-23 19:01:18+00:00,1.3400000333786009,1.0,2.0,Moderate,Delays of two minutes on I-95 Cross Bronx Expy Northbound between Exit 1 NY-9A Henry Hudson Pkwy Exits 14 15 and Exits 1C-D 1D-C-B I-87 Exits 7 7N-S. Average speed 15 mph.,Alexander Hamilton Brg E,New York,New York,NY,US,10033,US/Eastern,KNYC,2022-05-23T13:51:00.000-04:00,71.0,71.0,34.0,30.08,10.0,VAR,5.0,0.0,,Fair
C-15264005,0,40.765541,-73.97625699999998,2022-04-20 21:54:00+00:00,2022-04-20 23:20:15+00:00,2.1800000667572017,1.0,4.0,Slow,Delays of four minutes and delays increasing on 6th Ave Northbound between 32nd St and Central Park. Average speed ten mph.,Center Dr,New York,New York,NY,US,10023,US/Eastern,KNYC,2022-04-20T17:51:00.000-04:00,59.0,59.0,23.0,30.27,10.0,VAR,5.0,0.0,,Fair
C-21956510,0,40.722404,-73.999275,2022-08-24 16:23:00+00:00,2022-08-24 17:06:44+00:00,1.6100000143051147,0.0,3.0,Slow,Delays of three minutes on Broadway Southbound between Union Sq and Broome St. Average speed ten mph.,Broadway,New York,New York,NY,US,10012-4406,US/Eastern,KJRB,2022-08-24T12:51:00.000-04:00,87.0,87.0,40.0,29.87,10.0,VAR,7.0,0.0,,Partly Cloudy
C-21955416,0,40.76762,-73.982224,2022-08-24 17:43:00+00:00,2022-08-24 18:23:48+00:00,0.5699999928474426,0.0,1.0,Slow,Delays of one minute on 8th Ave Northbound between 51st St and Broadway. Average speed five mph.,Columbus Cir,New York,New York,NY,US,10019,US/Eastern,KNYC,2022-08-24T13:51:00.000-04:00,88.0,88.0,31.0,29.85,10.0,VAR,6.0,0.0,,Fair
C-21936973,1,40.754848,-73.9841,2022-08-25 19:21:00+00:00,2022-08-25 20:05:00+00:00,2.470000028610229,1.0,6.0,Slow,Delays of six minutes on 6th Ave Northbound between 11th St and 42nd St. Average speed ten mph.,Avenue of the Americas,New York,New York,NY,US,10036-6701,US/Eastern,KNYC,2022-08-25T15:51:00.000-04:00,90.0,90.0,28.0,29.9,10.0,CALM,0.0,0.0,,Fair
C-19822546,0,40.731831,-73.996651,2022-08-22 18:32:00+00:00,2022-08-22 19:13:43+00:00,1.3899999856948853,0.0,3.0,Slow,Delays of three minutes on 5th Ave Southbound between Broadway and Washington Sq. Average speed ten mph.,5th Ave,New York,New York,NY,US,10011-8800,US/Eastern,KNYC,2022-08-22T14:51:00.000-04:00,79.0,79.0,79.0,29.77,10.0,VAR,7.0,0.0,,Cloudy
C-15263846,1,40.792019,-73.924812,2022-04-20 22:34:00+00:00,2022-04-20 23:24:11+00:00,1.4900000095367432,1.0,2.0,Moderate,Delays of two minutes and delays easing on I-278 Robert F Kennedy Brg Westbound between Exit 47 I-87 Exits 1 2 and Exit 46A Hell Gate Cir. Average speed 15 mph.,Robert F Kennedy Brg E,New York,New York,NY,US,10035,US/Eastern,KNYC,2022-04-20T18:51:00.000-04:00,58.0,58.0,22.0,30.28,10.0,WNW,5.0,0.0,,Fair
C-21149599,0,40.738049,-74.00005300000002,2022-01-16 22:16:00+00:00,2022-01-16 23:03:13+00:00,1.6699999570846558,2.0,3.0,Slow,Delays of three minutes and delays increasing on 7th Ave Southbound between 34th St and 13th St. Average speed ten mph.,7th Ave,New York,New York,NY,US,10011-6608,US/Eastern,KNYC,2022-01-16T16:51:00.000-05:00,29.0,20.0,78.0,30.05,10.0,E,9.0,0.0,,Cloudy
C-1534666,1,40.76054,-73.964401,2022-08-31 17:23:00+00:00,2022-08-31 18:35:41+00:00,3.2100000381469727,1.0,9.0,Slow,Delays of nine minutes and delays increasing on 2nd Ave Southbound between 2nd Ave and 58th St. Average speed five mph.,2nd Ave,New York,New York,NY,US,10022-1238,US/Eastern,KNYC,2022-08-31T13:51:00.000-04:00,82.0,82.0,37.0,29.69,10.0,W,8.0,0.0,,Partly Cloudy
C-22645739,0,40.75145,-73.973946,2022-06-30 22:21:00+00:00,2022-06-30 23:06:19+00:00,2.0699999332427983,0.0,3.0,Slow,Delays of three minutes on 3rd Ave Northbound between 17th St and 44th St. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10017-5605,US/Eastern,KNYC,2022-06-30T18:51:00.000-04:00,81.0,81.0,45.0,30.02,10.0,VAR,3.0,0.0,,Fair
C-4025937,3,40.847939,-73.93531800000002,2022-06-21 03:19:00+00:00,2022-06-21 04:13:43+00:00,3.259999990463257,12.0,12.0,Slow,Severe delays of twelve minutes and delays easing on I-95 George Washington Bridge Southbound between Exit 3 175th St and Exit 1 NY-9A Henry Hudson Pkwy Exits 14 15. Average speed ten mph.,I-95 N,New York,New York,NY,US,10033,US/Eastern,KNYC,2022-06-20T22:51:00.000-04:00,72.0,72.0,37.0,30.01,10.0,W,3.0,0.0,,Fair
C-24798947,0,40.745029,-73.998672,2022-04-13 13:49:00+00:00,2022-04-13 14:30:00+00:00,1.1599999666213991,2.0,3.0,Slow,Delays of three minutes on 8th Ave Northbound between Hudson St and 23rd St. Average speed five mph.,8th Ave,New York,New York,NY,US,10011-1608,US/Eastern,KNYC,2022-04-13T09:51:00.000-04:00,61.0,61.0,46.0,29.98,10.0,E,7.0,0.0,,Cloudy
C-12145717,0,40.776772,-73.979362,2022-03-08 15:35:00+00:00,2022-03-08 17:02:57+00:00,1.6399999856948853,0.0,4.0,Slow,Delays of four minutes and delays easing on Columbus Ave Southbound between 91st St and 71st St. Average speed ten mph.,W 71st St,New York,New York,NY,US,10023-3801,US/Eastern,KNYC,2022-03-08T10:51:00.000-05:00,43.0,36.0,32.0,30.0,10.0,WNW,13.0,0.0,,Fair
C-18995481,1,40.748001,-73.970001,2022-06-02 10:48:00+00:00,2022-06-02 11:38:05+00:00,2.2799999713897705,3.0,3.0,Moderate,Delays of three minutes and delays increasing on I-495 Westbound between Van Dam St and 36th St. Average speed 15 mph.,E 41st St,New York,New York,NY,US,10016,US/Eastern,KNYC,2022-06-02T06:51:00.000-04:00,64.0,64.0,96.0,29.7,6.0,VAR,3.0,0.0,,Partly Cloudy
C-30727688,0,40.745857,-73.986435,2022-01-20 17:10:00+00:00,2022-01-20 17:58:16+00:00,1.2999999523162842,0.0,2.0,Slow,Delays of two minutes and delays easing on 5th Ave Southbound between 45th St and 29th St. Average speed ten mph.,W 30th St,New York,New York,NY,US,10001-4594,US/Eastern,KNYC,2022-01-20T12:11:00.000-05:00,33.0,33.0,85.0,30.03,10.0,VAR,3.0,0.0,,Cloudy
C-7468520,0,40.783875,-73.974098,2022-02-10 18:44:00+00:00,2022-02-10 19:26:23+00:00,1.5700000524520874,1.0,4.0,Slow,Delays of four minutes on Columbus Ave Southbound between Columbus Ave and 81st St. Average speed ten mph.,W 82nd St,New York,New York,NY,US,10024-5603,US/Eastern,KNYC,2022-02-10T13:51:00.000-05:00,52.0,,28.0,29.71,10.0,,,0.0,,Cloudy
C-7468904,0,40.762394,-73.965958,2022-02-10 18:15:00+00:00,2022-02-10 18:55:16+00:00,0.9700000286102296,0.0,2.0,Slow,Delays of two minutes on 3rd Ave Northbound between 49th St and 61st St. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10065-8501,US/Eastern,KNYC,2022-02-10T12:51:00.000-05:00,53.0,,30.0,29.71,10.0,,,0.0,,Mostly Cloudy
C-25009413,1,40.747768,-73.985046,2022-01-26 21:31:00+00:00,2022-01-26 22:52:16+00:00,4.199999809265137,5.0,11.0,Slow,Severe delays of eleven minutes and delays easing on 5th Ave Southbound between 85th St and 33rd St. Average speed ten mph.,5th Ave,New York,New York,NY,US,10016-5005,US/Eastern,KNYC,2022-01-26T16:51:00.000-05:00,25.0,18.0,28.0,30.25,10.0,VAR,6.0,0.0,,Fair
C-11999985,2,40.849106,-73.939079,2022-09-01 08:14:00+00:00,2022-09-01 09:15:39+00:00,2.539999961853028,7.0,6.0,Slow,Delays of six minutes and delays increasing on I-95 George Washington Bridge Southbound between Exit 2B Webster Ave and Exit 1 NY-9A Henry Hudson Pkwy Exits 14 15. Average speed ten mph.,Fort Washington Ave,New York,New York,NY,US,10033,US/Eastern,KNYC,2022-09-01T03:51:00.000-04:00,70.0,70.0,55.0,29.77,10.0,VAR,3.0,0.0,,Fair
C-22748000,2,40.829247,-73.95179,2022-02-14 19:08:00+00:00,2022-02-14 20:01:18+00:00,3.119999885559082,15.0,15.0,Slow,Severe delays of 15 minutes and delays increasing on Henry Hudson Pkwy Northbound between NY-9A Henry Hudson Pkwy and 158th St. Average speed five mph.,Henry Hudson Pkwy N,New York,New York,NY,US,10031,US/Eastern,KNYC,2022-02-14T13:51:00.000-05:00,23.0,11.0,35.0,30.03,10.0,WNW,13.0,0.0,,Fair
C-12309445,1,40.752007,-73.981972,2022-02-09 19:27:00+00:00,2022-02-09 20:20:16+00:00,1.4500000476837158,3.0,5.0,Slow,Delays of five minutes and delays increasing on 5th Ave Southbound between 57th St and 39th St. Average speed five mph.,5th Ave,New York,New York,NY,US,10018-2794,US/Eastern,KNYC,2022-02-09T14:51:00.000-05:00,43.0,39.0,40.0,29.89,10.0,VAR,6.0,0.0,,Fair
C-26049733,0,40.805431,-73.93454,2022-02-02 18:07:00+00:00,2022-02-02 18:48:13+00:00,0.8899999856948853,1.0,1.0,Slow,Delays of one minute on 3rd Ave Northbound between 117th St and Harlem River Dr Exits 17 18 19. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10035-1303,US/Eastern,KNYC,2022-02-02T12:51:00.000-05:00,46.0,46.0,68.0,30.32,8.0,CALM,0.0,0.0,,Cloudy
C-18985259,0,40.798512,-73.96713299999998,2022-06-06 12:59:00+00:00,2022-06-06 13:57:13+00:00,2.4800000190734863,2.0,4.0,Slow,Delays of four minutes and delays easing on Amsterdam Ave Northbound between 72nd St and 103rd St. Average speed ten mph.,W 103rd St,New York,New York,NY,US,10025-4416,US/Eastern,KNYC,2022-06-06T08:51:00.000-04:00,69.0,69.0,44.0,29.96,10.0,CALM,0.0,0.0,,Fair
C-18477290,0,40.760929,-73.994522,2022-02-18 20:50:00+00:00,2022-02-18 21:42:16+00:00,1.1100000143051147,2.0,3.0,Slow,Delays of three minutes and delays easing on 10th Ave Northbound between NY-495 Lincoln Tunnel Expy and 44th St. Average speed five mph.,10th Ave,New York,New York,NY,US,10036-3007,US/Eastern,KNYC,2022-02-18T15:51:00.000-05:00,38.0,33.0,30.0,29.79,10.0,VAR,7.0,0.0,,Fair
C-7694651,0,40.764904,-73.991638,2022-05-03 15:35:00+00:00,2022-05-03 16:23:22+00:00,1.6599999666213991,1.0,3.0,Slow,Delays of three minutes and delays easing on 10th Ave Northbound between NY-495 Lincoln Tunnel Expy and 51st St. Average speed ten mph.,10th Ave,New York,New York,NY,US,10019-7103,US/Eastern,KNYC,2022-05-03T11:21:00.000-04:00,58.0,58.0,65.0,30.08,10.0,E,9.0,0.0,,Fair
C-17046030,1,40.752007,-73.981972,2022-05-05 19:16:00+00:00,2022-05-05 19:59:18+00:00,5.179999828338623,3.0,15.0,Slow,Severe delays of 15 minutes on 5th Ave Southbound between 103rd St and 39th St. Average speed five mph.,5th Ave,New York,New York,NY,US,10018-2794,US/Eastern,KNYC,2022-05-05T14:51:00.000-04:00,71.0,71.0,35.0,29.96,10.0,NE,6.0,0.0,,Fair
C-24251524,1,40.85881,-73.922974,2022-07-18 21:12:00+00:00,2022-07-18 21:58:58+00:00,1.5700000524520874,2.0,3.0,Moderate,Delays of three minutes and delays easing on Harlem River Dr Northbound between Harlem River Dr and Dyckman St. Average speed 15 mph.,Harlem River Dr S,New York,New York,NY,US,10040,US/Eastern,KLGA,2022-07-18T17:23:00.000-04:00,81.0,81.0,74.0,29.77,10.0,CALM,0.0,0.0,,Mostly Cloudy
C-2186840,1,40.744389,-73.976189,2022-05-25 15:22:00+00:00,2022-05-25 16:20:00+00:00,3.3199999332427983,0.0,7.0,Slow,Delays of seven minutes and delays increasing on 2nd Ave Southbound between 75th St and 33rd St. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10016-4882,US/Eastern,KNYC,2022-05-25T11:51:00.000-04:00,68.0,68.0,42.0,30.3,10.0,CALM,0.0,0.0,,Fair
C-15284370,2,40.76675,-73.950722,2022-04-19 12:16:00+00:00,2022-04-19 13:15:13+00:00,4.130000114440918,5.0,6.0,Moderate,Delays of six minutes and delays increasing on Fdr Dr Southbound between Exit 17 Harlem River Dr Exits 17 18 19 and Exit 13 73rd St. Average speed 15 mph.,FDR Dr N,New York,New York,NY,US,10021,US/Eastern,KNYC,2022-04-19T07:51:00.000-04:00,41.0,34.0,89.0,29.5,10.0,W,12.0,0.0,,Cloudy
C-7867327,2,40.797806,-73.929405,2022-08-16 10:01:00+00:00,2022-08-16 11:14:44+00:00,1.690000057220459,6.0,6.0,Slow,Delays of six minutes and delays increasing on Harlem River Dr Southbound between Exit 20 Park Ave and Exits 17 18 19 Robert F Kennedy Brg. Average speed five mph.,Harlem River Dr,New York,New York,NY,US,10035,US/Eastern,KNYC,2022-08-16T05:51:00.000-04:00,67.0,67.0,81.0,29.9,10.0,ENE,6.0,0.0,,Fair
C-32070866,0,40.765064,-73.958015,2022-07-11 14:39:00+00:00,2022-07-11 15:23:58+00:00,1.7699999809265137,1.0,3.0,Slow,Delays of three minutes on 1st Ave Northbound between United Nations Plz and 68th St. Average speed ten mph.,1st Ave,New York,New York,NY,US,10065-6309,US/Eastern,KNYC,2022-07-11T10:51:00.000-04:00,78.0,78.0,45.0,29.87,10.0,CALM,0.0,0.0,,Fair
C-6199545,0,40.765541,-73.97625699999998,2022-07-29 18:14:00+00:00,2022-07-29 18:56:14+00:00,0.9700000286102296,0.0,1.0,Slow,Delays of one minute on 6th Ave Northbound between 47th St and Central Park. Average speed ten mph.,Center Dr,New York,New York,NY,US,10023,US/Eastern,KNYC,2022-07-29T13:51:00.000-04:00,82.0,82.0,54.0,29.83,10.0,VAR,3.0,0.0,,Partly Cloudy
C-17057534,0,40.755592,-73.98722099999998,2022-05-04 14:56:00+00:00,2022-05-04 15:37:35+00:00,1.4299999475479126,2.0,3.0,Slow,Delays of three minutes on 7th Ave Southbound between Central Park and 41st St. Average speed five mph.,7th Ave,New York,New York,NY,US,10036-7318,US/Eastern,KNYC,2022-05-04T10:51:00.000-04:00,52.0,52.0,93.0,29.9,6.0,CALM,0.0,0.01,,Cloudy
C-26041908,0,40.761776,-73.966415,2022-02-02 21:14:00+00:00,2022-02-02 21:54:16+00:00,0.8600000143051147,1.0,2.0,Slow,Delays of two minutes on 3rd Ave Northbound between 49th St and 60th St. Average speed five mph.,E 59th St,New York,New York,NY,US,10022-1495,US/Eastern,KNYC,2022-02-02T16:04:00.000-05:00,46.0,46.0,71.0,30.25,9.0,CALM,0.0,0.0,,Cloudy
C-15280889,0,40.747898,-73.989166,2022-04-19 16:19:00+00:00,2022-04-19 17:10:05+00:00,0.8700000047683716,0.0,2.0,Slow,Delays of two minutes and delays easing on 6th Ave Northbound between 20th St and 31st St. Average speed ten mph.,Avenue of the Americas,New York,New York,NY,US,10001-3502,US/Eastern,KNYC,2022-04-19T11:51:00.000-04:00,46.0,46.0,58.0,29.63,10.0,CALM,0.0,0.0,,Cloudy
C-12308218,0,40.734619,-73.994621,2022-02-09 20:42:00+00:00,2022-02-09 21:23:17+00:00,0.6399999856948853,0.0,1.0,Slow,Delays of one minute on 5th Ave Southbound between 19th St and 11th St. Average speed ten mph.,5th Ave,New York,New York,NY,US,10003-4304,US/Eastern,KJRB,2022-02-09T15:51:00.000-05:00,42.0,37.0,49.0,29.88,10.0,SSE,9.0,0.0,,Fair
C-30958584,0,40.747898,-73.989166,2022-03-24 19:46:00+00:00,2022-03-24 20:27:15+00:00,0.6399999856948853,0.0,1.0,Slow,Delays of one minute on 6th Ave Northbound between 23rd St and 31st St. Average speed ten mph.,Avenue of the Americas,New York,New York,NY,US,10001-3502,US/Eastern,KNYC,2022-03-24T15:51:00.000-04:00,45.0,39.0,93.0,29.77,4.0,ENE,12.0,0.0,,Cloudy
C-184302,0,40.759735,-73.964996,2022-08-12 13:43:00+00:00,2022-08-12 14:28:44+00:00,0.6399999856948853,1.0,2.0,Slow,Delays of two minutes on 2nd Ave Southbound between 65th St and 57th St. Average speed five mph.,2nd Ave,New York,New York,NY,US,10022-2004,US/Eastern,KNYC,2022-08-12T09:51:00.000-04:00,74.0,74.0,52.0,29.91,10.0,NE,9.0,0.0,,Fair
C-8538795,1,40.761234,-73.979424,2022-02-04 20:10:00+00:00,2022-02-04 21:28:15+00:00,3.740000009536743,2.0,6.0,Slow,Delays of six minutes and delays increasing on 6th Ave Northbound between Washington Pl and 53rd St. Average speed ten mph.,W 52nd St,New York,New York,NY,US,10019-6109,US/Eastern,KNYC,2022-02-04T15:06:00.000-05:00,32.0,27.0,88.0,29.78,2.0,VAR,5.0,0.03,,Wintry Mix
C-13092782,0,40.799793,-73.932648,2022-03-23 20:16:00+00:00,2022-03-23 21:02:41+00:00,2.200000047683716,1.0,3.0,Slow,Delays of three minutes and delays increasing on 1st Ave Northbound between 95th St and Paladino Ave. Average speed ten mph.,1st Ave,New York,New York,NY,US,10035-3422,US/Eastern,KNYC,2022-03-23T15:51:00.000-04:00,45.0,41.0,40.0,30.1,10.0,ESE,7.0,0.0,,Cloudy
C-30726881,0,40.779984000000006,-73.97699,2022-01-20 19:39:00+00:00,2022-01-20 20:22:17+00:00,0.6600000262260437,0.0,1.0,Slow,Delays of one minute on Columbus Ave Southbound between 83rd St and 75th St. Average speed ten mph.,Columbus Ave,New York,New York,NY,US,10023-8403,US/Eastern,KNYC,2022-01-20T14:51:00.000-05:00,34.0,34.0,52.0,30.06,10.0,VAR,3.0,0.0,,Fair
C-10248886,1,40.773647,-73.954826,2022-01-13 13:23:00+00:00,2022-01-13 14:10:14+00:00,3.4100000858306885,2.0,9.0,Slow,Delays of nine minutes and delays increasing on 2nd Ave Southbound between 121st St and 79th St. Average speed ten mph.,2nd Ave,New York,New York,NY,US,10075-0802,US/Eastern,KNYC,2022-01-13T08:51:00.000-05:00,37.0,37.0,59.0,29.94,10.0,CALM,0.0,0.0,,Mostly Cloudy
C-2160889,0,40.761162,-73.979477,2022-05-27 23:44:00+00:00,2022-05-28 00:45:01+00:00,0.6700000166893005,1.0,2.0,Slow,Delays of two minutes and delays easing on 6th Ave Northbound between 44th St and 52nd St. Average speed five mph.,W 52nd St,New York,New York,NY,US,10019-6109,US/Eastern,KNYC,2022-05-27T19:51:00.000-04:00,66.0,66.0,93.0,29.72,10.0,VAR,5.0,0.0,,Fair
C-9263727,2,40.718784,-73.974876,2022-07-13 16:46:00+00:00,2022-07-13 17:47:09+00:00,2.8299999237060547,5.0,5.0,Moderate,Delays of five minutes and delays increasing on Fdr Dr Northbound between Exit 2 Robert F Wagner Sr Pl and Exit 7. Average speed 15 mph.,E Houston St,New York,New York,NY,US,10002,US/Eastern,KJRB,2022-07-13T12:51:00.000-04:00,89.0,89.0,31.0,29.8,10.0,VAR,5.0,0.0,,Fair
C-15298216,0,40.778564,-73.948135,2022-04-18 12:17:00+00:00,2022-04-18 12:58:59+00:00,2.309999942779541,2.0,3.0,Slow,Delays of three minutes on 1st Ave Northbound between 60th St and 89th St. Average speed ten mph.,1st Ave,New York,New York,NY,US,10128-4903,US/Eastern,KNYC,2022-04-18T07:51:00.000-04:00,43.0,37.0,45.0,30.25,10.0,ENE,10.0,0.0,,Fair
C-196395,0,40.772984,-73.982063,2022-08-11 19:30:00+00:00,2022-08-11 20:13:54+00:00,1.9299999475479128,0.0,4.0,Slow,Delays of four minutes on Columbus Ave Southbound between 88th St and Broadway. Average speed ten mph.,Broadway,New York,New York,NY,US,10023-6937,US/Eastern,KNYC,2022-08-11T15:51:00.000-04:00,89.0,89.0,29.0,29.75,10.0,VAR,3.0,0.0,,Fair
C-78016,1,40.795696,-73.969162,2022-03-14 15:00:00+00:00,2022-03-14 15:51:08+00:00,2.8499999046325684,2.0,5.0,Slow,Delays of five minutes and delays increasing on Amsterdam Ave Northbound between 64th St and 99th St. Average speed ten mph.,Amsterdam Ave,New York,New York,NY,US,10025-5704,US/Eastern,KNYC,2022-03-14T10:51:00.000-04:00,46.0,42.0,35.0,30.32,10.0,WSW,8.0,0.0,,Fair
C-20271025,0,40.734619,-73.994621,2022-07-26 19:22:00+00:00,2022-07-26 20:23:08+00:00,1.5099999904632568,0.0,3.0,Slow,Delays of three minutes and delays easing on 5th Ave Southbound between 30th St and 11th St. Average speed ten mph.,5th Ave,New York,New York,NY,US,10003-4304,US/Eastern,KJRB,2022-07-26T15:51:00.000-04:00,79.0,79.0,42.0,29.88,10.0,W,7.0,0.0,,Fair
C-11982786,0,40.745445,-73.978317,2022-09-02 17:17:00+00:00,2022-09-02 17:58:46+00:00,1.2999999523162842,0.0,2.0,Slow,Delays of two minutes on 3rd Ave Northbound between 17th St and 34th St. Average speed ten mph.,3rd Ave,New York,New York,NY,US,10016-4857,US/Eastern,KNYC,2022-09-02T12:51:00.000-04:00,77.0,77.0,40.0,30.16,10.0,VAR,5.0,0.0,,Fair
C-7496310,0,40.772984,-73.982063,2022-04-05 13:55:00+00:00,2022-04-05 14:40:15+00:00,1.9299999475479128,1.0,3.0,Slow,Delays of three minutes on Columbus Ave Southbound between 88th St and Broadway. Average speed ten mph.,Broadway,New York,New York,NY,US,10023-6937,US/Eastern,KNYC,2022-04-05T09:51:00.000-04:00,51.0,51.0,41.0,29.97,10.0,VAR,5.0,0.0,,Cloudy
C-30960348,1,40.749729,-73.98362,2022-03-24 15:31:00+00:00,2022-03-24 16:18:16+00:00,4.369999885559082,3.0,11.0,Slow,Severe delays of eleven minutes and delays increasing on 5th Ave Southbound between 90th St and 36th St. Average speed ten mph.,5th Ave,New York,New York,NY,US,10016-4309,US/Eastern,KNYC,2022-03-24T11:51:00.000-04:00,42.0,35.0,96.0,29.87,5.0,ENE,15.0,0.0,,Cloudy
