ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-692881,Source2,3,2022-03-01 11:10:31+00:00,2022-03-01 12:10:16+00:00,41.847939,-87.620926,,,0.0,Left hand shoulder blocked and center lane blocked due to crash on I-55 Stevenson Expy Northbound before S Martin Luther King Dr.,Adlai E Stevenson Expy N,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-03-01 10:53:00,48.0,46.0,54.0,29.31,10.0,W,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-693057,Source2,3,2022-03-01 08:13:25+00:00,2022-03-01 09:29:48+00:00,41.823238,-87.723907,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exit 287 Pulaski Rd.,S Pulaski Rd,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-693091,Source2,3,2022-03-01 07:47:04+00:00,2022-03-01 08:16:34+00:00,41.88192,-87.645981,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Madison St.,Kennedy Expy E,Chicago,Cook,IL,60661,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-693206,Source2,2,2022-03-01 08:15:57+00:00,2022-03-01 09:16:42+00:00,41.858227,-87.61657,,,0.0,Crash on US-41 Lake Shore Dr at 18th Dr.,S Lake Shore Dr N,Chicago,Cook,IL,60605,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-693208,Source2,2,2022-03-01 08:38:19+00:00,2022-03-01 09:24:56+00:00,41.872181,-87.63295,,,0.0,Crash school bus involved on Financial Pl at Polk St.,W Polk St,Chicago,Cook,IL,60605-2135,US,US/Central,KMDW,2022-03-01 08:53:00,45.0,42.0,56.0,29.28,10.0,WNW,6.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-693209,Source2,2,2022-03-01 08:06:35+00:00,2022-03-01 09:22:11+00:00,41.880692,-87.630829,,,0.0,Crash on Clark St at Monroe St.,W Monroe St,Chicago,Cook,IL,60603,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-693258,Source2,3,2022-03-01 07:27:07+00:00,2022-03-01 08:11:51+00:00,41.714443,-87.642914,,,0.0,Lane blocked due to crash on I-57 Northbound at IL-1 Halsted St.,S Halsted St,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-693317,Source2,3,2022-03-01 07:37:35+00:00,2022-03-01 08:07:12+00:00,41.688717,-87.599983,,,0.0,Lane blocked due to crash on I-94 Bishop Ford Fwy Eastbound at Exit 66 111th St.,Bishop Ford Fwy W,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-693343,Source2,3,2022-03-01 07:46:20+00:00,2022-03-01 08:16:02+00:00,41.83704,-87.675911,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exit 290 Damen Ave.,Adlai E Stevenson Expy N,Chicago,Cook,IL,60608,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-693359,Source2,2,2022-03-01 07:54:13+00:00,2022-03-01 08:23:33+00:00,41.847988,-87.616226,,,0.4699999988079071,Exit ramp from I-55 Northbound to Us-41 Northbound lane blocked due to crash.,Adlai E Stevenson Expy N,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-03-01 07:53:00,45.0,40.0,56.0,29.26,10.0,WSW,10.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-694256,Source2,3,2022-02-28 08:10:03+00:00,2022-02-28 09:41:56+00:00,41.874477,-87.70491,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 27 Sacramento Blvd.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,60612,US,US/Central,KMDW,2022-02-28 07:53:00,33.0,25.0,70.0,29.5,10.0,SSE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-694305,Source2,3,2022-02-28 08:50:23+00:00,2022-02-28 09:50:02+00:00,41.736801,-87.624565,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Expy Westbound at 87th St.,Dan Ryan Expy W,Chicago,Cook,IL,60620,US,US/Central,KMDW,2022-02-28 08:53:00,37.0,28.0,65.0,29.48,10.0,SSE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-694340,Source2,3,2022-02-28 08:24:43+00:00,2022-02-28 09:26:55+00:00,41.871445,-87.745979,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at IL-50 Cicero Ave.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-02-28 08:53:00,37.0,28.0,65.0,29.48,10.0,SSE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-694341,Source2,2,2022-02-28 08:19:33+00:00,2022-02-28 09:21:21+00:00,41.890759,-87.635536,,,0.0,Crash on Franklin St at Illinois St.,W Illinois St,Chicago,Cook,IL,60654-7807,US,US/Central,KMDW,2022-02-28 07:53:00,33.0,25.0,70.0,29.5,10.0,SSE,9.0,0.0,Mostly Cloudy,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-694344,Source2,3,2022-02-28 08:36:23+00:00,2022-02-28 09:37:37+00:00,41.98188,-87.80751,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at IL-43 Harlem Ave.,I-90 E,Chicago,Cook,IL,60656,US,US/Central,KORD,2022-02-28 08:51:00,34.0,24.0,75.0,29.4,10.0,SSE,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-694464,Source2,3,2022-02-28 07:33:15+00:00,2022-02-28 08:18:17+00:00,41.890587,-87.650017,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Hubbard St.,Kennedy Expy W,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-02-28 07:53:00,33.0,25.0,70.0,29.5,10.0,SSE,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-694466,Source2,2,2022-02-28 06:43:29+00:00,2022-02-28 07:13:00+00:00,41.97155,-87.757637,,,0.0,Crash school bus involved on Argyle St near Laramie Ave.,N Laramie Ave,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-02-28 06:51:00,29.0,22.0,78.0,29.44,10.0,SSE,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-694583,Source2,3,2022-02-28 07:35:09+00:00,2022-02-28 08:19:36+00:00,41.87426,-87.71144100000002,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Homan Ave.,Eisenhower Expy,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-02-28 07:53:00,33.0,25.0,70.0,29.5,10.0,SSE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-694837,Source2,3,2022-02-28 05:18:00+00:00,2022-02-28 05:47:05+00:00,41.83918,-87.63069899999998,,,0.0,Two lanes blocked due to crash on I-90 Dan Ryan Express Lane inbound before 31st St.,I-94 Express Lane,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-02-28 04:53:00,30.0,23.0,75.0,29.52,10.0,SE,7.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-694838,Source2,3,2022-02-28 05:32:30+00:00,2022-02-28 06:17:03+00:00,41.891338,-87.651199,,,0.0,Two lanes blocked due to crash on I-90 Kennedy Expy outbound near Hubbard St.,Kennedy Expy W,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-02-28 05:53:00,30.0,22.0,75.0,29.52,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-695166,Source2,3,2022-02-26 12:14:30+00:00,2022-02-27 00:58:47+00:00,41.902996,-87.66107199999998,,,0.0,Two lanes blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 49A / Division St.,I-90 E,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-02-26 11:53:00,27.0,17.0,56.0,29.8,10.0,WSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-695600,Source2,3,2022-02-24 23:44:07+00:00,2022-02-25 00:47:47+00:00,41.91813300000001,-87.670975,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 48A Armitage Ave.,I-90 E,Chicago,Cook,IL,60614,US,US/Central,KMDW,2022-02-24 23:53:00,27.0,22.0,78.0,29.43,2.0,E,5.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-695928,Source2,2,2022-02-25 16:25:49+00:00,2022-02-25 16:54:37+00:00,41.927479,-87.631584,,,0.0,Roadway reduced to one lane due to crash on US-41 Lake Shore Dr Northbound at Fullerton Pkwy.,N DuSable Lake Shore Dr,Chicago,Cook,IL,60614,US,US/Central,KMDW,2022-02-25 16:40:00,29.0,23.0,64.0,29.79,9.0,WNW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-695929,Source2,2,2022-02-25 16:25:49+00:00,2022-02-25 16:56:00+00:00,41.928719,-87.632088,,,0.0,Two lanes blocked due to crash on US-41 Lake Shore Dr Southbound before Fullerton Pkwy.,N DuSable Lake Shore Dr,Chicago,Cook,IL,60614-2700,US,US/Central,KMDW,2022-02-25 16:40:00,29.0,23.0,64.0,29.79,9.0,WNW,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696376,Source2,3,2022-02-25 08:25:48+00:00,2022-02-25 09:55:25+00:00,41.859264,-87.640999,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Eastbound at I-55.,S Clinton St,Chicago,Cook,IL,60616-1112,US,US/Central,KMDW,2022-02-25 08:53:00,24.0,14.0,75.0,29.71,10.0,NW,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696378,Source2,3,2022-02-25 08:52:08+00:00,2022-02-25 09:51:46+00:00,41.876186,-87.660774,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 28B Racine Ave.,W Van Buren St,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-02-25 08:53:00,24.0,14.0,75.0,29.71,10.0,NW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696379,Source2,3,2022-02-25 08:06:11+00:00,2022-02-25 08:35:50+00:00,41.940434,-87.71055600000004,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Kimball Ave.,I-90 E,Chicago,Cook,IL,60618,US,US/Central,KORD,2022-02-25 07:51:00,19.0,8.0,81.0,29.61,10.0,NW,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-696461,Source2,3,2022-02-25 08:55:13+00:00,2022-02-25 09:54:30+00:00,41.934448,-87.699577,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Exit 46A California Ave.,I-90 E,Chicago,Cook,IL,60618,US,US/Central,KORD,2022-02-25 08:51:00,21.0,9.0,78.0,29.64,10.0,NNW,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696564,Source2,3,2022-02-25 06:47:02+00:00,2022-02-25 07:16:00+00:00,41.808552,-87.631935,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Expy Eastbound at 47th St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-02-25 06:43:00,24.0,12.0,81.0,29.62,10.0,NW,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696565,Source2,2,2022-02-25 08:57:24+00:00,2022-02-25 09:27:13+00:00,41.823181,-87.67021899999996,,,0.0,Crash on Pershing Rd at Wood St.,S Wood St,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-02-25 08:53:00,24.0,14.0,75.0,29.71,10.0,NW,10.0,0.0,Fair,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-696567,Source2,3,2022-02-25 05:06:39+00:00,2022-02-25 05:35:29+00:00,41.848751,-87.64370699999998,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at Chinatown Feeder.,Dan Ryan Expy W,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-02-25 05:15:00,27.0,17.0,81.0,29.55,5.0,N,10.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-696569,Source2,2,2022-02-25 07:41:45+00:00,2022-02-25 08:11:34+00:00,41.870739,-88.219063,,,0.0,Crash on Forest Ave near Town Rd.,W Forest Ave,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-02-25 07:52:00,18.0,7.0,78.0,29.54,10.0,NNW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696570,Source2,3,2022-02-25 08:24:35+00:00,2022-02-25 09:55:14+00:00,41.871059,-87.764015,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 23B Central Ave.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-02-25 08:53:00,24.0,14.0,75.0,29.71,10.0,NW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-696648,Source2,2,2022-02-25 07:20:11+00:00,2022-02-25 08:05:02+00:00,41.780701,-87.631241,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Express Lane Eastbound at 63rd St.,I-94 Express Lane,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-02-25 06:53:00,23.0,11.0,81.0,29.63,10.0,NW,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-696760,Source2,2,2022-02-25 07:15:14+00:00,2022-02-25 08:16:01+00:00,41.896111,-88.194389,,,0.0,Crash on IL-59 at Lee Rd.,29W420 Lee Rd,West Chicago,DuPage,IL,60185-2043,US,US/Central,KDPA,2022-02-25 06:52:00,16.0,5.0,84.0,29.49,10.0,NW,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-696968,Source2,3,2022-02-25 05:19:41+00:00,2022-02-25 06:19:37+00:00,41.859264,-87.640999,,,0.0,Lane blocked due to crash on I-55 Northbound at Exit 292 I-90 Dan Ryan Expy.,S Clinton St,Chicago,Cook,IL,60616-1112,US,US/Central,KMDW,2022-02-25 05:15:00,27.0,17.0,81.0,29.55,5.0,N,10.0,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-697169,Source2,3,2022-02-25 05:29:06+00:00,2022-02-25 06:29:37+00:00,41.765759,-87.62595400000002,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Expy Eastbound at 71st St.,Dan Ryan Expy E,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-02-25 05:15:00,27.0,17.0,81.0,29.55,5.0,N,10.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-697170,Source2,3,2022-02-25 05:05:11+00:00,2022-02-25 05:34:29+00:00,41.808563,-87.631622,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at 47h St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-02-25 05:15:00,27.0,17.0,81.0,29.55,5.0,N,10.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-697316,Source2,3,2022-02-25 04:09:09+00:00,2022-02-25 04:54:01+00:00,41.760239,-87.62514499999996,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Expy Eastbound at Exit 59 Marquette Rd.,Dan Ryan Expy N,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-02-25 03:53:00,27.0,17.0,85.0,29.49,5.0,NNW,12.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-697317,Source2,2,2022-02-25 04:07:13+00:00,2022-02-25 04:52:25+00:00,41.907768,-88.150467,,,0.0,Crash on IL-64 North Ave at CR-43 County Farm Rd.,N County Farm Rd,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-02-25 04:12:00,20.0,8.0,85.0,29.37,10.0,NNW,12.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-697324,Source2,3,2022-02-25 03:58:45+00:00,2022-02-25 04:57:52+00:00,41.876038,-87.666725,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 28B Ashland Ave.,Eisenhower Expy,Chicago,Cook,IL,60612,US,US/Central,KMDW,2022-02-25 03:53:00,27.0,17.0,85.0,29.49,5.0,NNW,12.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-697417,Source2,3,2022-02-25 03:16:01+00:00,2022-02-25 03:58:24+00:00,41.808334,-87.631638,,,0.0,Lane blocked due to crash on I-90 Dan Ryan Express Lane Westbound at W 47th St.,I-90 Express Lane,Chicago,Cook,IL,60609,US,US/Central,KMDW,2022-02-25 03:25:00,27.0,18.0,85.0,29.48,3.0,NW,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-697752,Source2,2,2022-02-24 16:01:51+00:00,2022-02-24 16:31:38+00:00,41.88216,-88.214638,,,0.0,Lane blocked due to crash on Washington St at Norris Ave.,W Washington St,West Chicago,DuPage,IL,60185-2747,US,US/Central,KDPA,2022-02-24 15:52:00,25.0,15.0,85.0,29.42,1.0,ENE,10.0,0.01,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-697879,Source2,2,2022-02-24 15:41:07+00:00,2022-02-24 16:10:53+00:00,41.86375,-88.194801,,,0.0,Lane blocked due to crash on IL-59 Neltnor Blvd at Dayton Ave.,S Neltnor Blvd,West Chicago,DuPage,IL,60185-3934,US,US/Central,KDPA,2022-02-24 15:33:00,25.0,15.0,81.0,29.43,1.0,ENE,10.0,0.01,Light Snow,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-697883,Source2,2,2022-02-24 15:22:16+00:00,2022-02-24 16:22:01+00:00,41.96490900000001,-87.686111,,,0.0,Lane blocked due to crash on Lincoln Ave at Wilson Ave.,W Wilson Ave,Chicago,Cook,IL,60625-2108,US,US/Central,KORD,2022-02-24 15:20:00,26.0,16.0,78.0,29.53,1.0,ENE,12.0,0.0,Light Snow,True,False,True,False,False,False,False,False,False,True,False,True,False,Day,Day,Day,Day
A-698436,Source2,2,2022-02-24 07:20:38+00:00,2022-02-24 08:06:08+00:00,41.84676,-87.62687700000002,,,0.0,Crash on 25th St at State St.,25th St,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-02-24 06:53:00,27.0,14.0,63.0,29.71,10.0,ENE,17.0,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-698437,Source2,3,2022-02-24 07:27:24+00:00,2022-02-24 08:12:18+00:00,41.871059,-87.764015,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Exit 23B Central Ave.,Chicago-Kansas City Expressway E,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-02-24 07:53:00,27.0,15.0,63.0,29.7,10.0,E,16.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-698438,Source2,3,2022-02-24 07:55:14+00:00,2022-02-24 08:40:27+00:00,41.881905,-87.646156,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Madison St.,W Madison St,Chicago,Cook,IL,60661,US,US/Central,KMDW,2022-02-24 07:53:00,27.0,15.0,63.0,29.7,10.0,E,16.0,0.0,Light Snow,False,False,True,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-698556,Source2,3,2022-02-24 08:21:14+00:00,2022-02-24 08:50:46+00:00,41.891216,-87.651329,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Eastbound at Grand Ave.,Kennedy Expy E,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-02-24 07:53:00,27.0,15.0,63.0,29.7,10.0,E,16.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-698598,Source2,3,2022-02-24 07:06:36+00:00,2022-02-24 07:36:02+00:00,41.871666,-87.75608100000002,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Laramie Ave.,Eisenhower Expy,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-02-24 06:53:00,27.0,14.0,63.0,29.71,10.0,ENE,17.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-698631,Source2,3,2022-02-24 06:58:50+00:00,2022-02-24 07:43:40+00:00,41.874264,-87.71138,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Westbound at Homan Ave.,Eisenhower Expy,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-02-24 06:53:00,27.0,14.0,63.0,29.71,10.0,ENE,17.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-698632,Source2,3,2022-02-24 05:53:39+00:00,2022-02-24 06:23:14+00:00,41.941193,-87.711754,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Kimball Ave.,Kennedy Expy W,Chicago,Cook,IL,60618,US,US/Central,KORD,2022-02-24 05:51:00,25.0,14.0,69.0,29.67,10.0,NE,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-698735,Source2,3,2022-02-24 07:47:37+00:00,2022-02-24 08:17:22+00:00,41.954861,-87.73299399999998,,,0.0,Lane blocked due to crash on I-90 Kennedy Expy Westbound at Exit 44A IL-19 Irving Park Rd.,I-90 E,Chicago,Cook,IL,60641,US,US/Central,KORD,2022-02-24 07:51:00,25.0,12.0,69.0,29.62,10.0,ENE,16.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-698884,Source2,3,2022-02-24 05:11:07+00:00,2022-02-24 05:40:43+00:00,41.751221,-87.624977,,,0.0,Lane blocked due to crash on I-94 Dan Ryan Expy Westbound at 79th St.,79th St,Chicago,Cook,IL,60620,US,US/Central,KMDW,2022-02-24 04:53:00,27.0,16.0,63.0,29.75,10.0,ENE,13.0,0.0,Light Snow,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Day
A-699093,Source2,3,2022-02-22 23:42:33+00:00,2022-02-23 00:29:09+00:00,41.87558,-87.656525,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Exit 29A Congress Pkwy.,Eisenhower Expy,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-02-22 23:35:00,26.0,14.0,69.0,29.51,9.0,WNW,14.0,0.0,Light Snow,False,False,False,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night
A-699140,Source2,2,2022-02-23 07:02:34+00:00,2022-02-23 07:47:36+00:00,41.906971,-87.655411,,,0.0,Crash bus involved on Cherry Ave near Hickory Ave.,N Hickory Ave,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-02-23 06:53:00,19.0,6.0,65.0,29.74,10.0,NNW,14.0,0.0,Light Snow,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-699141,Source2,2,2022-02-23 05:43:13+00:00,2022-02-23 06:13:01+00:00,41.911179,-88.207123,,,0.0,Crash on Heritage Woods Dr at IL-59.,N Neltnor Blvd,West Chicago,DuPage,IL,60185,US,US/Central,KDPA,2022-02-23 05:52:00,16.0,1.0,71.0,29.57,7.0,NNW,16.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-699330,Source2,3,2022-02-23 07:42:08+00:00,2022-02-23 08:56:30+00:00,41.874218,-87.720261,,,0.0,Lane blocked due to crash on I-290 Eisenhower Expy Eastbound at Hamlin Blvd.,S Independence Blvd,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-02-23 07:53:00,18.0,3.0,62.0,29.79,10.0,NNW,16.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-699897,Source2,3,2022-02-23 05:48:53+00:00,2022-02-23 06:18:41+00:00,41.694263,-87.659653,,,0.0,Lane blocked due to crash on I-57 Northbound at Exit 355 111th St.,W 110th St,Chicago,Cook,IL,60643-3620,US,US/Central,KMDW,2022-02-23 05:53:00,20.0,6.0,65.0,29.72,7.0,NNW,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-700075,Source2,3,2022-02-23 04:34:55+00:00,2022-02-23 05:03:32+00:00,41.830872,-87.699524,,,0.0,Lane blocked due to crash on I-55 Stevenson Expy Southbound at Exit 289 California Ave.,Adlai E Stevenson Expy S,Chicago,Cook,IL,60632,US,US/Central,KMDW,2022-02-23 04:53:00,22.0,8.0,66.0,29.69,7.0,NW,17.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-700132,Source2,3,2022-02-23 04:03:50+00:00,2022-02-23 04:33:28+00:00,41.694263,-87.659653,,,0.0,Lane blocked due to crash on I-57 Southbound at Exit 355 111th St.,W 110th St,Chicago,Cook,IL,60643-3620,US,US/Central,KMDW,2022-02-23 03:53:00,22.0,9.0,68.0,29.65,6.0,WNW,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
