ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4732047,Source1,2,2022-08-18 12:40:16+00:00,2022-08-18 13:29:45+00:00,40.831742,-73.950523,40.841189,-73.945656,0.701,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 125th St/Exit 12 (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10031,US,US/Eastern,KNYC,2022-08-18 12:51:00,84.0,84.0,35.0,29.79,10.0,VAR,6.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4732048,Source1,2,2022-04-28 13:36:30+00:00,2022-04-28 20:09:41+00:00,40.780382,-73.98791999999997,40.84190200000001,-73.945374,4.798,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy,New York,New York,NY,10069,US,US/Eastern,KNYC,2022-04-28 13:51:00,54.0,54.0,16.0,29.87,10.0,NW,20.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4732404,Source1,2,2022-01-16 14:15:30+00:00,2022-01-16 15:54:30+00:00,40.847751,-73.945216,40.83476,-73.949763,0.929,Stationary traffic on Henry Hudson Pkwy S - NY-9A S from Riverside Dr (US-9/NY-9A) to 158th St/Exit 13 (NY-9A) due to accident.,Henry Hudson Pkwy S,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-01-16 13:51:00,25.0,18.0,69.0,30.16,10.0,NE,6.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4732652,Source1,2,2022-10-08 15:17:59+00:00,2022-10-08 16:30:13+00:00,40.77965800000001,-73.98862700000002,40.770788,-73.994663,0.6890000000000001,Stationary traffic on Henry Hudson Pkwy S - NY-9A S - NY-9A from NY-9A/72nd St/Exit 9 (NY-9A) to 57th St (NY-9A) due to accident.,Henry Hudson Pkwy S,New York,New York,NY,10023,US,US/Eastern,KNYC,2022-10-08 14:51:00,57.0,57.0,44.0,30.02,10.0,WNW,8.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4732653,Source1,2,2022-08-04 18:46:51+00:00,2022-08-04 19:06:51+00:00,40.773945,-73.992779,40.770788,-73.994663,0.239,Stationary traffic on Henry Hudson Pkwy S - NY-9A S - NY-9A from NY-9A/72nd St/Exit 9 (NY-9A) to 57th St (NY-9A) due to accident.,Henry Hudson Pkwy S,New York,New York,NY,10069,US,US/Eastern,KNYC,2022-08-04 18:51:00,86.0,86.0,61.0,29.91,10.0,SSE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4732738,Source1,2,2022-08-22 12:25:18+00:00,2022-08-22 14:41:44+00:00,40.739944,-74.00971700000002,40.73934000000001,-74.010038,0.045,NYSDOT - Region 11: Crash on NY 9A southbound approaching 10th Avenue (New York) 1 Center lane of 3 lanes blocked,West St,New York,New York,NY,10014,US,US/Eastern,KJRB,2022-08-22 12:38:00,73.0,73.0,96.0,29.82,1.0,CALM,0.0,0.17,Light Rain,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4733321,Source1,2,2022-04-16 10:48:07+00:00,2022-04-16 19:31:15+00:00,40.84883,-73.93863,40.844988,-73.926629,0.6809999999999999,Slow traffic on US-1 N - Trans-Manhattan Expy E - I-95 N - Cross Bronx Exp E from W 178 St (NY-9A) exit [1] to Maj Deegan Expwy (I-87) exit [1C-D] due to accident.,I-95 N,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-04-16 10:51:00,64.0,64.0,34.0,29.89,10.0,SSW,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4733691,Source1,2,2022-08-27 01:13:00+00:00,2022-08-27 01:44:30+00:00,40.764615,-73.952586,40.754973,-73.962127,0.833,Stationary traffic on FDR Dr S from 79th St (FDR Dr) to 53rd St/Exit 11 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10021,US,US/Eastern,KNYC,2022-08-27 00:51:00,81.0,81.0,56.0,29.83,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4733692,Source1,2,2022-08-25 21:24:30+00:00,2022-08-25 23:40:00+00:00,40.785382,-73.940297,40.760537,-73.956942,1.925,Stationary traffic on FDR Dr S from 106th St/Exit 15 (FDR Dr) to NY-25/63rd St/Exit 12 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10029,US,US/Eastern,KNYC,2022-08-25 21:51:00,79.0,79.0,52.0,29.93,10.0,VAR,6.0,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4733693,Source1,2,2022-06-21 22:00:00+00:00,2022-06-21 22:45:00+00:00,40.785803,-73.93975999999998,40.764615,-73.952586,1.61,Slow traffic on FDR Dr S from 116th St/Exit 16 (FDR Dr) to 71st St/Exit 13 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10029,US,US/Eastern,KNYC,2022-06-21 21:51:00,64.0,64.0,90.0,30.0,8.0,CALM,0.0,0.01,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4734127,Source1,2,2022-09-21 13:04:33+00:00,2022-09-21 16:04:38+00:00,40.794789,-73.92209,40.803259,-73.914887,0.696,Incident on I-278 near I-278 Right lane blocked. Expect delays.,Robert F Kennedy Brg E,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-09-21 12:51:00,76.0,,48.0,29.84,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4734263,Source1,2,2022-08-11 14:37:02+00:00,2022-08-11 19:22:23+00:00,40.80520900000001,-73.931701,40.839044,-73.93304499999998,2.339,Stationary traffic on Harlem River Dr N from Willis Avenue Bridge/Exit 18 (Harlem River Dr) to Dyckman St/10th Ave (Harlem River Dr) due to accident.,Harlem River Dr,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-08-11 14:51:00,87.0,87.0,36.0,29.76,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4734264,Source1,2,2022-05-20 12:53:04+00:00,2022-05-20 20:33:34+00:00,40.816972,-73.93400799999998,40.839044,-73.93304499999998,1.526,Stationary traffic from Park Ave (Harlem River Dr) to Dyckman St/10th Ave (Harlem River Dr) due to accident.,Harlem River Dr N,New York,New York,NY,10037,US,US/Eastern,KNYC,2022-05-20 12:51:00,63.0,63.0,78.0,29.89,7.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4735009,Source1,2,2022-12-18 20:47:30+00:00,2022-12-18 22:05:27+00:00,40.794282,-73.931083,40.795982,-73.929461,0.145,Incident on FRANKLIN DELANO ROOSEVELT NB near TRIBOROUGH BRG Center lane blocked. Expect Delays.,FDR Dr N,New York,New York,NY,10029,US,US/Eastern,KNYC,2022-12-18 20:51:00,35.0,29.0,54.0,29.94,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4735010,Source1,4,2022-09-23 03:47:03+00:00,2022-09-23 05:09:23+00:00,40.793809,-73.93194799999998,40.794282,-73.931083,0.056,Incident on FRANKLIN DELANO ROOSEVELT NB near TRIBOROUGH BRG Road closed. Take alternate route.,FDR Dr N,New York,New York,NY,10029,US,US/Eastern,KNYC,2022-09-23 03:51:00,55.0,,64.0,29.73,10.0,,,0.0,Fair,False,False,False,True,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4735722,Source1,2,2022-07-01 15:57:13+00:00,2022-07-01 17:51:29+00:00,40.741505,-74.008887,40.742198,-74.008737,0.049,Incident on 11TH AVE near 11TH AVE Drive with caution.,West St,New York,New York,NY,10014,US,US/Eastern,KJRB,2022-07-01 15:51:00,90.0,90.0,40.0,29.86,10.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4735943,Source1,2,2022-11-03 16:36:50+00:00,2022-11-03 18:41:29+00:00,40.708011,-73.99937800000002,40.707907,-73.999259,0.01,Incident on BROOKLYN BRG EB near CENTER SPAN Center lane blocked. Expect Delays.,Brooklyn Brg,New York,New York,NY,10038,US,US/Eastern,KJRB,2022-11-03 16:51:00,62.0,62.0,52.0,30.25,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4736213,Source1,2,2022-09-07 16:14:28+00:00,2022-09-07 18:27:29+00:00,40.762703,-73.961561,40.763102,-73.962502,0.056,Incident on E 63RD ST near E 63RD ST Drive with caution., E 63rd St,New York,New York,NY,10065-7702,US,US/Eastern,KNYC,2022-09-07 15:51:00,71.0,71.0,70.0,29.87,10.0,NE,7.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4736787,Source1,2,2022-08-09 16:27:50+00:00,2022-08-09 18:34:29+00:00,40.72620300000001,-74.01109,40.726272,-74.011585,0.026,Port Authority NY/NJ: Crash on Holland Tunnel North Tube westbound New York Side (New York) 1 Right lane of 2 lanes closed,Holland Tunl W,New York,New York,NY,10014,US,US/Eastern,KJRB,2022-08-09 16:51:00,95.0,95.0,41.0,29.77,10.0,VAR,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4736891,Source1,2,2022-07-25 14:00:39+00:00,2022-07-25 14:23:39+00:00,40.75031,-74.00846700000002,40.743419,-74.00869499999997,0.476,Slow traffic on NY-9A from 29th St (NY-9A) to 14th St (West St/NY-9A) due to accident.,W 24th St,New York,New York,NY,10001,US,US/Eastern,KNYC,2022-07-25 13:37:00,74.0,74.0,97.0,29.78,3.0,WSW,5.0,0.98,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4736953,Source1,2,2022-09-09 12:24:53+00:00,2022-09-09 18:22:22+00:00,40.771895,-73.994008,40.84190200000001,-73.945374,5.465,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10019,US,US/Eastern,KNYC,2022-09-09 12:51:00,76.0,76.0,36.0,29.99,10.0,VAR,3.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4736954,Source1,2,2022-08-23 10:11:32+00:00,2022-08-23 10:36:00+00:00,40.834046,-73.949833,40.838071,-73.947932,0.295,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 125th St/Exit 12 (NY-9A) to 158th St/Exit 13 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10031,US,US/Eastern,KNYC,2022-08-23 09:51:00,74.0,74.0,91.0,29.73,3.0,WNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4736955,Source1,2,2022-08-20 18:48:33+00:00,2022-08-20 19:58:20+00:00,40.834265,-73.94976899999997,40.83876400000001,-73.947288,0.337,Slow traffic on NY-9A N - Henry Hudson Pkwy N from 125th St/Exit 12 (NY-9A) to I-95/Riverside Dr/Exit 14-15 (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10031,US,US/Eastern,KNYC,2022-08-20 18:51:00,81.0,81.0,54.0,30.03,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4736956,Source1,2,2022-08-04 14:20:26+00:00,2022-08-04 18:10:33+00:00,40.780382,-73.98791999999997,40.800747,-73.974197,1.58,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to 125th St/Exit 12 (NY-9A) due to accident.,Henry Hudson Pkwy,New York,New York,NY,10069,US,US/Eastern,KNYC,2022-08-04 13:51:00,92.0,92.0,47.0,29.94,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4736957,Source1,2,2022-07-07 13:13:32+00:00,2022-07-07 17:41:15+00:00,40.818525,-73.960964,40.84387,-73.944934,1.941,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 125th St/Exit 12 (NY-9A) to Riverside Dr (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10027,US,US/Eastern,KNYC,2022-07-07 12:51:00,83.0,83.0,42.0,29.91,10.0,ENE,7.0,0.0,Partly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4736958,Source1,2,2022-06-23 13:02:14+00:00,2022-06-23 19:23:28+00:00,40.771895,-73.994008,40.84387,-73.944934,5.596,Slow traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to Riverside Dr (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10019,US,US/Eastern,KNYC,2022-06-23 12:51:00,69.0,69.0,73.0,29.9,10.0,ENE,3.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4736959,Source1,2,2022-04-20 14:03:27+00:00,2022-04-20 19:29:48+00:00,40.771895,-73.994008,40.800747,-73.974197,2.247,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to 125th St/Exit 12 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10019,US,US/Eastern,KNYC,2022-04-20 13:51:00,57.0,57.0,26.0,30.24,10.0,VAR,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4736960,Source1,2,2022-02-28 14:09:30+00:00,2022-02-28 18:59:20+00:00,40.77299,-73.99320999999998,40.8107,-73.96713299999998,2.9410000000000003,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to 125th St/Exit 12 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10023,US,US/Eastern,KNYC,2022-02-28 13:51:00,34.0,27.0,23.0,30.17,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4736982,Source1,2,2022-09-14 15:12:09+00:00,2022-09-14 16:56:58+00:00,40.717101,-73.98415,40.716605,-73.982478,0.094,Incident on WILLIAMSBURG BR near WILLIAMSBURG BR Drive with caution.,Williamsburg Brg E,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-09-14 14:51:00,79.0,79.0,40.0,29.86,10.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4736983,Source1,2,2022-09-03 01:16:51+00:00,2022-09-03 03:27:06+00:00,40.716854,-73.983313,40.716351,-73.981628,0.095,Incident on WILLIAMSBURG BR near WILLIAMSBURG BR Drive with caution.,Williamsburg Brg E,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-09-03 00:51:00,67.0,67.0,79.0,30.19,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4737014,Source1,2,2022-08-09 17:57:42+00:00,2022-08-09 18:18:33+00:00,40.717833,-73.985726,40.719251,-73.990202,0.254,Slow traffic on Delancey St from Williamsburg Bridge to Allen St due to accident.,Delancey St,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-08-09 17:51:00,94.0,94.0,46.0,29.78,10.0,VAR,3.0,0.0,Mostly Cloudy,True,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-4742615,Source1,2,2022-10-03 14:24:48+00:00,2022-10-03 19:59:50+00:00,40.735224,-73.974796,40.784347,-73.941994,3.804,Stationary traffic on FDR Dr N from 20th St/E 7th St/Exit 7 (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10009,US,US/Eastern,KJRB,2022-10-03 14:51:00,51.0,51.0,66.0,30.11,10.0,NE,9.0,0.0,Light Rain,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4742935,Source1,2,2022-09-10 13:22:01+00:00,2022-09-10 14:47:32+00:00,40.790553,-73.981712,40.788094,-73.982906,0.181,Incident on HENRY HUDSON PKWY near HENRY HUDSON PKWY Drive with caution.,Henry Hudson Pkwy S,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-09-10 13:51:00,84.0,84.0,31.0,30.13,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4743257,Source1,2,2022-09-26 08:00:00+00:00,2022-09-26 23:45:00+00:00,40.754026,-73.962948,40.753125,-73.96381,0.077,Incident on FDR DR near FDR DR Road closed. Take alternate route.,FDR Dr S,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-09-26 07:51:00,60.0,60.0,83.0,29.6,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4743258,Source1,2,2022-06-24 06:45:31+00:00,2022-06-24 08:35:06+00:00,40.753125,-73.96381,40.752533,-73.964383,0.051,Incident on FDR DR near FDR DR Drive with caution.,FDR Dr S,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-06-24 06:47:00,64.0,64.0,94.0,29.93,3.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,True,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4743259,Source1,2,2022-04-29 06:20:40+00:00,2022-04-29 10:17:04+00:00,40.75312972049354,-73.9638125892927,40.74762972049353,-73.9685325892927,0.453,Incident on FDR DR near FDR DR Expect long delays.,FDR Dr S,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-04-29 05:51:00,41.0,37.0,33.0,30.01,10.0,W,6.0,0.0,Fair,False,False,False,True,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4743531,Source1,2,2022-08-08 01:06:52+00:00,2022-08-08 03:31:10+00:00,40.80253,-73.930176,40.802794,-73.930246,0.019,Incident on HARLEM RIVER DR near HARLEM RIVER DR Left lane blocked.,Harlem River Dr N,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-08-08 00:51:00,82.0,,67.0,29.99,10.0,,,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4744443,Source1,2,2022-02-18 13:47:01+00:00,2022-02-18 15:53:35+00:00,40.84541916827752,-73.93053173983607,40.84636916827753,-73.93127173983606,0.076,NYSDOT - Region 11: Crash on Harlem River Drive northbound George Washington Bridge (New York) 1 Left lane of 2 lanes blocked,,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-02-18 13:51:00,41.0,35.0,38.0,29.72,10.0,WNW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4753606,Source1,2,2022-06-14 16:05:03+00:00,2022-06-14 17:23:33+00:00,40.846495,-73.92727,40.845111,-73.924278,0.183,Stationary traffic from I-95/US-1/Trans Manhattan Expy (Washington Bridge) to University Ave (Washington Bridge) due to accident.,Washington Brg,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-06-14 15:51:00,80.0,80.0,40.0,29.8,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4753642,Source1,2,2022-10-16 15:20:08+00:00,2022-10-16 18:39:13+00:00,40.752459,-74.007776,40.745449,-74.008314,0.485,Slow traffic on NY-9A from 29th St (NY-9A) to 14th St (West St/NY-9A) due to accident., 12th Ave,New York,New York,NY,10001-1007,US,US/Eastern,KNYC,2022-10-16 14:51:00,63.0,63.0,43.0,29.83,10.0,CALM,0.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4753831,Source1,2,2022-06-05 14:34:10+00:00,2022-06-05 22:06:51+00:00,40.794502,-73.922624,40.79266,-73.92416899999998,0.151,Incident on I-278 near I-278 Drive with caution.,Robert F Kennedy Brg W,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-06-05 14:51:00,76.0,76.0,26.0,29.89,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4754371,Source1,2,2022-09-10 09:56:52+00:00,2022-09-10 11:27:30+00:00,40.753492,-73.96328000000003,40.763306,-73.953626,0.846,Incident on FDR DR near FDR DR Drive with caution.,FDR Dr N,New York,New York,NY,10022,US,US/Eastern,KNYC,2022-09-10 09:51:00,72.0,72.0,55.0,30.16,10.0,WNW,3.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4754868,Source1,2,2022-02-18 22:37:34+00:00,2022-02-19 00:44:10+00:00,40.708592,-73.999848,40.70989,-74.001517,0.125,NYSDOT - Region 11: Crash on Brooklyn Bridge westbound Manhattan Side (Manhattan) 2 Right lanes of 3 lanes closed until 8:00 A.M.,Brooklyn Brg,New York,New York,NY,10038,US,US/Eastern,KJRB,2022-02-18 22:51:00,28.0,28.0,43.0,30.0,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4754938,Source1,2,2022-08-18 11:54:54+00:00,2022-08-18 20:01:02+00:00,40.787569,-73.928779,40.768869,-73.909882,1.6269999999999998,Slow traffic on I-278 W from I-87 (I-278) to Astoria Blvd/Grand Central Pkwy/41st St/Exit 41 (I-278) due to accident.,Robert F Kennedy Brg W,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-08-18 11:51:00,81.0,81.0,42.0,29.8,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-4755439,Source1,2,2022-11-22 14:04:29+00:00,2022-11-22 16:23:02+00:00,40.70962700000001,-73.99186,40.712037,-73.977915,0.7490000000000001,NYSDOT - Region 11: Crash on Franklin D. Roosevelt Drive northbound approaching Catherine Street (New York) 1 Right lane of 2 lanes blocked,FDR Dr N,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-11-22 13:51:00,50.0,50.0,32.0,30.17,10.0,VAR,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4764375,Source1,2,2022-05-20 19:48:25+00:00,2022-05-20 22:21:00+00:00,40.757974,-73.996976,40.763856,-74.024733,1.508,Slow traffic on NY-495 W - NJ-495 W from 10th Ave/40th St (NY-495) to Toll Plaza (NJ-495) due to accident.,Lincoln Tunl W,New York,New York,NY,10018,US,US/Eastern,KNYC,2022-05-20 19:51:00,64.0,64.0,96.0,29.83,1.0,ENE,5.0,0.0,Fog,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4764422,Source1,2,2022-01-09 00:08:00+00:00,2022-01-09 00:28:00+00:00,40.70871233920713,-73.99827361071587,40.709122339207134,-74.00100361071587,0.146,Stationary traffic from Brooklyn Br exit [2] to Pearl St due to accident.,FDR Dr S,New York,New York,NY,10038,US,US/Eastern,KJRB,2022-01-09 00:51:00,30.0,,43.0,30.41,10.0,,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4764496,Source1,2,2022-07-07 16:56:26+00:00,2022-07-07 19:36:30+00:00,40.799136,-73.97495,40.808274,-73.968705,0.711,Incident on HENRY HUDSON PKWY near HENRY HUDSON PKWY Right lane blocked. Expect delays.,Henry Hudson Pkwy N,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-07-07 16:51:00,79.0,79.0,54.0,29.9,10.0,VAR,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4764497,Source1,2,2022-04-20 16:48:53+00:00,2022-04-20 19:05:53+00:00,40.79728960971453,-73.97559285128605,40.81096960971452,-73.96694285128606,1.048,Crash on NY 9A northbound at Exit - West 99th Street (New York) 2 Right lanes of 3 lanes blocked,Henry Hudson Pkwy,New York,New York,NY,10025,US,US/Eastern,KNYC,2022-04-20 16:51:00,59.0,59.0,21.0,30.25,10.0,W,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4765165,Source1,2,2022-08-25 13:13:33+00:00,2022-08-25 13:59:23+00:00,40.757477,-73.992429,40.759381,-73.996975,0.272,Stationary traffic on W 41st St from 8th Ave to Bond St due to accident., W 41st St,New York,New York,NY,10036-6942,US,US/Eastern,KNYC,2022-08-25 12:51:00,89.0,89.0,31.0,29.94,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4765338,Source1,2,2022-07-11 15:23:53+00:00,2022-07-11 19:44:00+00:00,40.782409,-73.98615799999997,40.80562800000001,-73.97069,1.797,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from NY-9A/72nd St/Exit 9 (NY-9A) to 125th St/Exit 12 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-07-11 15:51:00,81.0,81.0,44.0,29.8,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4765384,Source1,2,2022-09-24 08:56:30+00:00,2022-09-24 13:05:40+00:00,40.769523,-73.948229,40.785533,-73.939864,1.19,Slow traffic on FDR Dr N from 79th St (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10075,US,US/Eastern,KNYC,2022-09-24 08:51:00,53.0,53.0,57.0,29.94,10.0,WNW,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4765385,Source1,2,2022-09-13 21:46:30+00:00,2022-09-13 22:37:00+00:00,40.777555,-73.94273100000002,40.786361,-73.939109,0.637,Slow traffic on FDR Dr N from 79th St (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-09-13 21:51:00,73.0,73.0,48.0,29.71,10.0,W,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4765386,Source1,2,2022-04-10 14:20:23+00:00,2022-04-10 17:11:00+00:00,40.766493,-73.95079399999999,40.785533,-73.939864,1.4340000000000002,Slow traffic from 71st St/Exit 13 (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10021,US,US/Eastern,KNYC,2022-04-10 13:51:00,47.0,43.0,39.0,29.67,10.0,W,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
